Company name,City / Location,Industry Segment,Website,Revenue Band,DSIR Recognition Evidence,Promoter / Decision-Maker,Growth Signals
Amkay Products Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Could not download DRHP PDF/ZIP for promoter extraction.,Not assessed (no machine-readable text).
Qualitek Labs Limited,"73, National Park Lajpat Nagar- IV, New Delhi, South Delhi, 110024 India Ashima Bhatnagar Email:company.secretary@qualiteklab.com Tel No.: 0120-4336939",See DRHP ‘Industry / Business overview’ section.,www.oneviewadvisors.com; www.qualiteklab.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Kamal Grover Remuneration; Mr. Antaryami Nayak Remuneration; Mr. Alok Kumar Agarwal Investment,ISO certification mentioned
Mish Designs Limited,"“we”, “us” or “our” Unless the context otherwise indicates or implies, refers to our Company. “you”, “your”, or “yours” Prospective Investor in this issue",See DRHP ‘Industry / Business overview’ section.,www.afsl.co.in; www.bigshareonline.com; www.kfintech.com; www.mishindia.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,ISO certification mentioned
Shri Balaji Valve Components Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Sourabh Garg Email; Mr. Babu Rapheal Email,Not assessed (no machine-readable text).
VDOIT TECHNOLOGIES LIMITED,"Unit number 912, Emaar Palm Square, Sector – 66, Golf Course, Extension Road, Gurugram, Gurgaon, Haryana -122011, India. | Tel No.: +91-1244468926 |",See DRHP ‘Industry / Business overview’ section.,https://vdoitech.com/; www.cameoindia.com; www.fedsec.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. K. Sreepriya,subsidiary / group structure
Organic Recycling Systems Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Zinal Mukund Shah Email; Ms. Zinal Mukund Shah; Mr. Sarang Bhand. For; Mr. Sarang Bhand; Mrs. Smita Suhas Bhand You,Not assessed (no machine-readable text).
Grandmaa International Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Jaideep Jain; Seema Jain,Not assessed (no machine-readable text).
Jay Kailash Namkeen Limited,"Number U15549GJ2021PLC123708. For details of incorporation, change of name and registered office of our Company, please refer to chapter titled “General Information” and “History and Certain Corporate Matters” beginning on page 53 and 136 respectively of this Draft Red Herring Prospectus.",See DRHP ‘Industry / Business overview’ section.,www.expertglobal.in; www.jaykailashnamkeen.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Anushree Vijay Company Secretary; Mr. Gaurav Jain SEBI; Ms. Anushree Vijay; Mr. Neel Narendrabhai Pujara. Promoter Group Such; Mr. Neel Narendrabhai Pujara. CIN Corporate Identity; Mrs. Tulsi Neel Pujara. Companies Act; Ms. Anushree Vijay. DIN Directors Identification Number; Mr. Neel Narendrabhai Pujara. MOA,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
AMIC FORGING LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Neha Fatehpuria Company Secretary; Ms. Dimple Magharam Slun Email; Mr. Vinayak Morbale Email; Ms. Neha Fatehpuria; Mr. Girdharilal Chamaria; Mr. Anshul Chamaria; Ms. Manju Chamaria; Ms. Rashmi Chamaria,Not assessed (no machine-readable text).
Manoj Ceramic Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Krupa Thakkar; Mr. Manoj Dharamshi Rakhasiya; Mrs. Anjana Manoj Rakhasiya; Mr. Dhruv Manoj Rakhasiya; Mrs. Manasvi Dhruv Rakhasiya; Ms. Deepali Dhuri Telephone; Mr. Akash Manoj Rakhasiya; Mr. Aakash Manoj Rakhasiya; Mr. Manoj Dha; Mr. Manoj Dharamshi Rakhasiya Director,Not assessed (no machine-readable text).
Kahali Craftistics Limited,"Registration Centre pursuant to a certificate of incorporation dated January 19, 2023 bearing Corporate Identification Number (",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.fedsec.in; www.kahalicraftistics.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Shree Marutinandan Tubes Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Pooja Mangal PROMOTERS OF THE; Mrs. Kusumlata Shivratan Sharma; Mr. Vikram Shivratan Sharma; Mr. Bharat Shivratan Sharma; Mr. Vikram Shivratan Sharma Place,Not assessed (no machine-readable text).
Royal Sense Limited,Contact Person E-mail and Telephone,See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.expertglobal.in; www.royalsense.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Priyanka Bhutani Company Secretary; Mr. Gaurav Jain Email; Ms. Priyanka Bhutani; Mr. Rishabh Arora Promoter Group Such; Mr. Rishabh Arora Company Secretary; Ms. Priyanka Bhutani. Director,ISO certification mentioned; subsidiary / group structure
Avax Apparels And Ornaments Limited,"& Haryana. For further details, please refer to """,See DRHP ‘Industry / Business overview’ section.,https://www.avaxapparels.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mrs. Shruti Jain Company Secretary; Mrs. Rati Gupta SKI CAPITAL SERVICES LIMITED; Dr Joshi Road; Mr. Manick Wadhwa; Mr. Ghanisht Nagpal ISSUE PROGRAMME ISSUE OPENS; Mr. Vinod Malhotra; Mrs. Dipti Malhotra; Mr. Harinderpal Singh Sodhi,backward integration
Kalyani Cast-Tech Limited,"Floor, DDA Shed Phase -1, Okhla Industrial Area, Phase -I New Delhi, South Delhi Delhi-110020 India. “you”, “your” or “yours” Prospective investors in this Issue",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.gretexcorporate.com; www.kalyanicasttech.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Pankaj Kumar Company Secretary; Ms. Neha Maiya; Mr. Pankaj Kumar; Mr. Naresh Kumar; Mr. Javed Aslam; Mr. Nathmal Bangani; Ms. Kamala Kumari Jain; Ms. Muskan Bangani DETAILS OF THE ISSUE; Ms. Muskan Bangani,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
INTERIORS & MORE LIMITED,"Kumtha Street, off. Shahid Bhagat Singh Road, Ballard Estate, Fort Mumbai G.P.O. Mumbai Maharashtra 400001 India.",See DRHP ‘Industry / Business overview’ section.,www.inm.net.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Kuntal Pankaj Sharma Company Secretary; Ms. Kuntal Pankaj Sharma; Mr. Manish Mohan Tibrewal; Mr. Rahul Jhunjhunwala,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
BENCHMARK COMPUTER SOLUTIONS LIMITED,"Stakeholders Relationship Committee The Stakeholders Relationship Committee of our Board of Directors constituted in accordance with Section 178 of the Companies Act, 2013. For details , please refer chapter titled “Our Management” beginning on Page No. 131 of this Draft Prospectus. WTD Whole Time Director",See DRHP ‘Industry / Business overview’ section.,www.beelinemb.com; www.benchmarksolution.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Dhananjay Vrindawan Wakode,ISO certification mentioned; subsidiary / group structure
GRUNE HAFEN LIMITED,"Karkardooma Community Centre, East Delhi, Delhi – 110092, India Corporate Office: Plot No. 69-77(P), Kiadb Industrial Area, Humnabad, Dist. Bidar, Karnataka – 585330 Tel: +91-88616 29500 Fax: N.A., Website: ww.grunehafen.com; E-mail: compliance@grunehafen.com Company Secretary and Compliance Officer: Ms. Nishi Jain",See DRHP ‘Industry / Business overview’ section.,www.grunehafen.com; www.maashitla.com; www.narnolia.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Nishi Jain Company Secretary; Mr. Pankaj Pasi SEBI Registration Number; Ms. Nishi Jain; Ms. Nishi Jain. Depositories Act The Depositories; Mr. Gaurav Gupta,ISO certification mentioned; subsidiary / group structure
Techknowgreen Solutions Limited,"Flat-202, Hem Opal Apartment, Plot No. 26, Ekta Park Society, Wakdewadi Pune - 411003, Maharashtra, India. Vinayak Chindak, Company Secretary and Compliance Officer Email Id: cs@techknowgreen.com Tel no: +91 9607002553",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.indorient.in; www.techkno; www.techknowgreen.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,capex / capital expenditure
BBG Industries Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Riddhi Sureka; Mr. Priyadarshi Balu Agarwal; Mr. Harsh Agarwal. For,Not assessed (no machine-readable text).
Vruddhi Engineering Works Limited,"LOCATED), AT LEAST TWO WORKING DAYS PRIOR TO THE BID/ISSUE OPENING DATE AND SHALL BE MADE AVAILABLE TO THE SME PLATFORM OF BSE (“BSE SME”) FOR THE PURPOSES OF UPLOADING ON THEIR",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.fedsec.in; www.vruddhicouplers.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,capex / capital expenditure; ISO certification mentioned
SUNITA TOOLS LIMITED,Download failed (timeout or HTTP error).,,,,,Could not download DRHP PDF/ZIP for promoter extraction.,
Shreni Shares Limited,"Borivali (West)- 400092 Mumbai, Maharashtra, India “we”, “us” or “our” Unless the context otherwise indicates or implies, refers to our Company.",See DRHP ‘Industry / Business overview’ section.,www.afsl.co.in; www.bigshareonline.com; www.shreni.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,subsidiary / group structure
DAVIN SONS RETAIL LIMITED,"3, Road No. 44, Pitampura Rani Bagh, Delhi, North West Delhi -110034. We / us / our Unless the context otherwise indicates or implies, refers to our Company you / your / yours Prospective Investors in this Issue",See DRHP ‘Industry / Business overview’ section.,www.davinsonsretail.com; www.focl.in; www.kfintech.com; www.navigantcorp.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,ISO certification mentioned
LABDHI COMMERCIALS LIMITED,"Boidapada, Vasai – 401 208, Thane, Maharashtra, India We / us / our Unless the context otherwise indicates or implies, refers to our Company you / your / yours Prospective Investors in this Issue",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.focl.in; www.labdhi.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Nikunj Mahendrabhai Kanabar; Mr. Nikunj Mahendrabhai Kanabar. Corporate Identification Number; Mr. Manoj Kantilal Raka. MOA; Mr. Manoj Kantilal Raka; Mrs. Rakhi Manoj Raka. Promoter Group Such,ISO certification mentioned
Koura Fine Diamond Jewelry Limited,"304, Iscon Emporio, B/S Star India Bazar Near Jodhpur Cross Road, Satellite, Ahmedabad-380015, Gujarat, India.","which one can evaluate our business, future prospects and viability.",www.gyrcapitaladvisors.com; www.kfintech.com; www.kouradiamondjewelry.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Kamlesh Keshavlal Lodhiya,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
KK Shah Hospitals Limited,"124, Katju Nagar, Swastik APP., Ratlam-457001, Madhya Pradesh, India. N.A. Ms. Saloni Badjatya Company Secretary and Compliance Officer info@shahhospitalratlam .com",See DRHP ‘Industry / Business overview’ section.,www.fedsec.in; www.shahhospitalratla; www.shahhospitalratlam.com; www.shreni.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Saloni Badjatya Company Secretary; Mr. Saipan Sanghvi SEBI Registration Number; Mr. Parth Shah; Ms. Kritika Rupda SEBI Registr; Ms. Kritika Rupda SEBI Registration Number; Dr. Kirti Kumar Shah; Ms. Saloni Badjatya; Dr. Amit Shah; Dr. Kirti Kumar Shah Promoter Group Such; Dr. Amit Shah Company Secretary,ISO certification mentioned
Sodhani Academy of Fintech Enablers Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Could not download DRHP PDF/ZIP for promoter extraction.,Not assessed (no machine-readable text).
Meson Valves India Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: BRIJESH MADHAV MANERIKAR; SWAROOP RAGHUVIR NATEKAR; Mr. Parth Shah; Ms. Kritika Rupda E-mail,Not assessed (no machine-readable text).
Vrundavan Plantation Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Upendra Tiwari Promoter Group Companies; Ms. Kajal Kalwani. Chief Financial Officer; Mr. Dineshkumar Dubey. Act; Mr. Upendra Tiwari,Not assessed (no machine-readable text).
AIK Pipes and Polymers Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Anshita Jain; Mr. Parth Shah Email; Mr. Imran Khan MOA; Mr. Imran Khan; Ms. Tahira Sheikh. For; Ms. Tahira Sheikh,Not assessed (no machine-readable text).
Bondada Engineering Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).
Kahan Packaging Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).
ARROWHEAD SEPERATION ENGINEERING LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).
ASARFI HOSPITAL LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).
Ultra Rich Weddings Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Saurabh Goswami Type Fresh Issue Size; Mr. SAURABH GOSWAMI THE ISSUE INITIAL PUBLIC; Mr. Saurabh Goswami Promoter Group Companies; Ms. Nidhi Patel. Chief Financial Officer; Mr. Manish Shrivastava. Act; Mr. Saurabh Goswami,Not assessed (no machine-readable text).
TRANSTEEL SEATING TECHNOLOGIES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Shiraz Ibrahim Managing Director Email Id; Ms. Dimple Magharam Slun Email; Mr. Asif Sayyed Email; Mr. Shiraz Ibrahim; Ms. Nasreen Shiraz,Not assessed (no machine-readable text).
ALPHALOGIC INDUSTRIES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Aayushi Khandelwal Company Secretary; Mr. S. Ramakrishna Iyengar Telephone; Ms. K. Sreepriya Telephone; Ms. Aayushi Khandelwal; Ms Krina Gandhi,Not assessed (no machine-readable text).
Euphoria Infotech (India) Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Shamba Bhanja,Not assessed (no machine-readable text).
Khazanchi Jewellers Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Sakshi Jain; Mr Tarachand Mehta; Mr. Goutham Promoter Group Persons,Not assessed (no machine-readable text).
ACCELERATEBS INDIA LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Poonam Dinesh Yadav Company Secretary; Mr. Kunal Arvind Shah; Mr. Keyur Dipakkumar Shah; Mr. Parth Shah; Ms. Kritika Rupda E-ma; Ms. Kritika Rupda E-mail; Ms. Poonam Dinesh Yadav Corporate Identification Number; Mr. Kunal Arvind Shah MOA; Mr. Kunal Arvind Shah Promoter Group Such; Mr. Keyur Dipakkumar Shah KEY PERFORMANCE INDICATORS,Not assessed (no machine-readable text).
Viraunique Realtors Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Neelam Raj,Not assessed (no machine-readable text).
ALPHALOGIC INDUSTRIES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Aayushi Khandelwal Company Secretary; Mr. S. Ramakrishna Iyengar Telephone; Ms. K. Sreepriya Telephone; Ms. Aayushi Khandelwal; Ms Krina Gandhi,Not assessed (no machine-readable text).
Hunger Choice Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Sarfraz Taherbhai Mulla; Mr. Maulik Khara; Ms. Riya Panchal,Not assessed (no machine-readable text).
DADA ORGANICS LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Komal Hirenkumar Jain Company Secretary; Mr. Dineshbhai Bhanushankar Pandya; Mrs. Jayshree Dineshbhai Pandya DETAILS OF OFFER; Mr. S. Ramakrishna Iyengar Telephone; Ms. K. Sreepriya Telephone; Ms. Komal Hirenkumar Jain; Mrs. Jayshree Dineshbhai Pandya Promoter Group Includes; Mr. Bharatbhai Odhavjibhai Goti,Not assessed (no machine-readable text).
ISH TRAVEL & TOURS  LIMITED,Download failed (timeout or HTTP error).,,,,,Could not download DRHP PDF/ZIP for promoter extraction.,
Veefin Solutions Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Sarita Vijay Mahajan Company Secretary; Mr. Raja Debnath; Mr. Gautam Vijay Udani; Mr. Ajay Babu Rajendran; Mr. Parth Shah; Ms. Kritika Rupda; Ms. Sarita Vijay Mahajan; Mr. Raja Debnath MOA; Mr. Gautam Vijay Udani Promoter Group Such; Mr. Gautam Vijay Udani KEY PERFORMANCE INDICATORS,Not assessed (no machine-readable text).
Kaka Industries Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Akun Goyal Email,Not assessed (no machine-readable text).
Hemant Surgical Industries Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mrs. Meenal Ajmera Company Secretary; Mrs. Roshni Lahoti Email; Mr. Swapnil Kate Email; Mrs. Meenal Ajmera,Not assessed (no machine-readable text).
ACCELERATEBS INDIA LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Poonam Dinesh Yadav Company Secretary; Mr. Kunal Arvind Shah; Mr. Keyur Dipakkumar Shah; Mr. Parth Shah; Ms. Kritika Rupda E-ma; Ms. Kritika Rupda E-mail; Ms. Poonam Dinesh Yadav Corporate Identification Number; Mr. Kunal Arvind Shah MOA; Mr. Kunal Arvind Shah Promoter Group Such; Mr. Keyur Dipakkumar Shah KEY PERFORMANCE INDICATORS,Not assessed (no machine-readable text).
SHELTER PHARMA LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Dimple Magharam Slun Email; Mr. Swapnil Kate Email; Mr. Mustaqim Nisarahmed Sabugar; Mr. Shakil Nisarahmed Sabugar THE ISSUE PUBLIC; Mr. Shakil Nisarahmed Sabugar,Not assessed (no machine-readable text).
ROOPYAA FINBIZZ LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Hinil Patel Company Secretary; Mr. Rushabh Shroff; Ms. Mala Soneji Tel. No; Ms. Shanti Gopalkrishnan Tel. No; Mr. Hinil Patel; Mr. Hinil Patel Director; Mrs. Rupa Bhaskar Jha. Materiality Policy; Mr. Kunjit Maheshbhai Patel Promoter Companies; Mr. Kunjit Maheshbhai Patel Willful Defaulter,Not assessed (no machine-readable text).
Cosmic CRF Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).
Citichem India Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mrs. Puja Sharma; Mr. Arif Esmail Merchant Managing Director BOOK; Mr. Arif Esmail Merchant; Mr. Hashim Arif Merchant; Mrs. Fozia Arif Esmail Merchant; Mrs. Saima Hashim Merchant. For; Mrs Fozia Arif Merchant,Not assessed (no machine-readable text).
Kaka Industries Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Akun Goyal Email,Not assessed (no machine-readable text).
Oliria Foods and Beverages Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Akun Goyal Email; Mr. Babu Rapheal Email,Not assessed (no machine-readable text).
Shoora Designs Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Priti Mohata; Mrs. Sejalben Satish Kansodariya; Mr. Rajeshbhai Labhubhai Mer DETAILS OF ISSUE; Mr. Rajeshbhai Labhubhai Mer. For; Mr. Rajeshbhai Labhubhai Mer; Mr. Ashwin Madhabhai Makwana,Not assessed (no machine-readable text).
Sonalis Consumer Products Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Ankita Chopra; Mr. Gaurav Jain SEBI; Ms. Sonali Nilesh Kocharekar; Ms. Smita Shashikant Shah. For; Ms. Smita Shashikant Shah; Mr. Shivang Shashikant Shah,Not assessed (no machine-readable text).
AHASolar Technologies Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Vrunda Manharbhai Patel Tel No; Mr. Nikhil Shah Email; Ms. Vrunda Manharbhai Patel PROMOTERS OF; Mr. Piyushkumar Vasantlal Bhatt; Mr. Pulkit Dhingra; Mr. Shatrughan Harinarayan Yadav; Mr. Vipin Sharma; Mr. Piyushkumar Vasantlal Bhatt. CMO The Chief; Mr. Ranjan Baheti CFO The Chief Financial; Mr. Priteshkumar Krishnaraj Mashru. COO The Chief,Not assessed (no machine-readable text).
Kelson Foods Limited - (Withdrawn),Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Kishan Tekchandani; Raina Tekchandani,Not assessed (no machine-readable text).
KK Shah Hospitals Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Saloni Badjatya Company Secretary; Mr. Saipan Sanghvi SEBI Registration Number; Mr. Parth Shah; Ms. Kritika Rupda SEBI Registr; Ms. Kritika Rupda SEBI Registration Number; Dr. Kirti Kumar Shah; Ms. Saloni Badjatya; Dr. Amit Shah; Dr. Kirti Kumar Shah Promoter Group Such; Dr. Amit Shah Company Secretary,Not assessed (no machine-readable text).
ASARFI HOSPITAL LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).
Hemant Surgical Industries Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mrs. Meenal Ajmera Company Secretary; Mrs. Roshni Lahoti Email; Mr. Swapnil Kate Email; Mrs. Meenal Ajmera,Not assessed (no machine-readable text).
City Crops Agro Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Zalakben Chintan Gajjar Company Secretary; Mr. Kaupilkumar Hasmukhbhai Shah; Mrs. Shitalben Kaupilkumar Shah DETAILS OF OFFER; Mr. Heemadri Mukerjea Telephone; Mrs. Rati Gupta Telephone; Ms. Zalakben Chintan Gajjar,Not assessed (no machine-readable text).
SAN TRICA REALTORS LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Nupur Mohit Agrawal; Mr. Rushabh Shroff; Ms. Mala Soneji Tel. No; Mr. Babu Rapheal; Dr. Nitin Vithalrao Thorave Promoter Companies,Not assessed (no machine-readable text).
Sancode Technologies Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: AMIT VIJAY JAIN; KHUSHBOO JAIN; MIHIR DEEPAK VORA AND ZNL; Amit Vijay Jain; Khushboo Jain; Mihir Deepak,Not assessed (no machine-readable text).
Exhicon Events Media Solutions Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Abhishek Jain Company Secretary; Mr. Anand Srivastava Email; Mr. Abhishek Jain; Mr. Mohammad Quaim Syed; Ms. Padma Mishra THE ISSUE INITIAL PUBLIC; Ms. Padma Mishra; Ms. Padma Mishra For,Not assessed (no machine-readable text).
Kumjai Farms Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: JITENDRA SUDAM KULKARNI AND GAYATRI JITENDRA KULKARNI; Mr. Aniket Chindarkar SEBI Registration No,Not assessed (no machine-readable text).
INNOKAIZ INDIA LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Mamta Saini Company Secretary; Ms. Dimple Magharam Slun Email; Ms. Mamta Saini; Mr. Balakrishnan Sukumarbalakrishnan DETAILS OF THE ISSUE; Mr. Balakrishnan Sukumarbalakrishnan,Not assessed (no machine-readable text).
COMRADE APPLIANCES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Kiran Tilwani Company Secretary; Ms. Dimple Magharam Slun Email; Ms. Kiran Tilwani; Mr. Khursheed Alam; Mr. Mehboob Alam DETAILS OF THE ISSUE; Mr. Mehboob Alam,Not assessed (no machine-readable text).
