Company Name,City,Industry Segment,Website,Revenue Band,Differentiation Evidence,Promoter/Decision-Maker,Growth Signals,Tailwinds,Source,CIN,Industry Segment (raw),Evidence Tags Normalized,C1_Manufacturer,C1_Notes,C2_India_Based,C2_Notes,C3_Differentiation,C3_Notes,C4_Technical_DM,C4_Notes,C5_Tailwinds,C5_Notes,C6_Growth_Signals,C6_Notes,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,_dedupe_group_size,LLM_C1,LLM_C2,LLM_C3,LLM_C4,LLM_C5,LLM_C6,LLM_Note,Blended_C1,Blended_C2,Blended_C3,Blended_C4,Blended_C5,Blended_C6,ICP_Blended_Weighted_Score,LLM_Blend_Alpha,LLM_Model,Step8_Reject_Tags,Step8_Dedupe_Winner_Company,Step8_Dedupe_Basis
Amwill Health Care Limited,"Chamrajpet, Bangalore – 560 018, Karnataka, India.",Pharma / Biotech,https://www.ibef.org/news/premiumisation-internet-drive-growth-of-beauty-industry-in-india-report; www.amwillhealthcare.com; www.bigshareonline.com; www.unistonecapital.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline|pharma_formulations_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,"derma-cosmetic company, engaged in the business of product formulation and development of diverse dermatological",no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|pharma_formulations_tailwind|subsidiary|group_structure,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,3,50,45.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,0.0,45.0,0.0,rules_only,duplicate_dedupe|basis:website_host,STANBIK AGRO LIMITED,website_host
Anand Rayons Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Rahul Makwana; Mr. Anand Bakshi Promoter Group Companies; Mr. Anand Bakshi; Mr. Gokul Bakshi; Mrs. Vasu Bakshi; Mrs. Hema Mishra; Mrs. Jigisha Chorwala; Mrs. Nila Gandhi,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Anand Seamless Limited,"Ronak Jhuthawat & Co., Practi",unspecified_see_drhp,http://www.aftertrade.in; https://www.anandseamless.com/; www.in.mpms.mufg.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP PDF could not be downloaded.,capex / capital expenditure; subsidiary / group structure,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capex|capital_expenditure|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,2,33,35.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,5.0,35.0,0.0,rules_only,duplicate_dedupe|basis:website_host,JKV SOLUTIONS LIMITED,website_host
Anmol India Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Parabhjot Kaur; Mr. Vijay Kumar; Mr. Chakshu Goyal Promoter Group Companies; Mr. Chakshu Goyal. For; Mr. Chakshu Goyal; Mrs. Neelam Rani; Mr. Tilak Raj; Mr. Sahil Aggarwal,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,1,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Anmol India Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Parabhjot Kaur; Mr. Vijay Kumar; Mr. Chakshu Goyal Promoter Group Companies; Mr. Chakshu Goyal. For; Mr. Chakshu Goyal; Mrs. Neelam Rani; Mr. Tilak Raj; Mr. Sahil Aggarwal,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,1,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
ANUBHAV PLAST LIMITED,"01, 1987, vide certificate of incorporation bearing",unspecified_see_drhp,www.anubhavpole.com; www.bigshareonline.com; www.capitalsquare.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,2,33,35.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,5.0,35.0,0.0,rules_only,duplicate_dedupe|basis:website_host,M.R.MANIVENI FOODS LIMITED,website_host
Anuroop Packaging Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Amarnath Matadin Sharma; Mr. Akash Amarnath Sharma; Mr. Akshay Amarnath Sharma; Mr. Amarnath Matadin Sharma SSPL Sara Solutions,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Apollo Techno Industries Limited,"the Bid Opening Date and the Bid/ Issue Closing Date and the floor price or price band along with necessary details subject to regulation 250 of SEBI ICRD Regulations. This advertisement, subject to the provisions of section 30 of the Companies Act, 2013, shall be in the format p...",unspecified_see_drhp,https://in.mpms.mufg.com/; www.apollotechno.com; www.beelinemb.com,₹25–100 Cr (approx from lakhs),iso_certification_mention,DRHP: Mr. Patel Parth Rashmikant,ISO certification mentioned; subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,5.0,5.0,5.0,70.0,0.0,rules_only,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
ARC DISTRIBUTORS (I) LIMITED,chapter titled “History and Corporate Structure” beginning on page 162 of this Draft Red Herring Prospectus.,unspecified_see_drhp,www.arc-distributors.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,2,33,35.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,5.0,35.0,0.0,rules_only,trading_import_export_name_keyword,,
Archit Nuwood Industries Limited,"Company was converted into Public Limited Company and name of company was changed to “Archit Nuwood Industries Limited” vide fresh certificate of incorporation dated December 27, 2023 issued by the Registrar of Companies, Delhi. For further details, pleas e refer to chapter title...","21. In Chapter titled “Our Management” beginning on Page 163 of the Draft Red Herring Prospectus, table of ‘ Family Rela",www.architnuwood.com; www.maashitla.com; www.shareindia.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Rahul Kumar; Mr. Vineet Kumar Whole Time Director; Mr. Vinod Kumar Singla Managing Director; Mr. Prem Chand Director; Mr. Ravinder Sharma Director; Mr. Sahil Arora Independent Director; Mr. Ajay Kumar Independent Director; Mr. Anisha Modi Independent Director; Mrs. Roopa Garg Independent Director; Mr. Rahul Kumar Company Secretary,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,"21. In Chapter titled “Our Management” beginning on Page 163 of the Draft Red Herring Prospectus, table of ‘ Family Relationship Between Directors’ has been inserted, Organization Structure has been u",no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,3,50,40.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,0.0,40.0,0.0,rules_only,duplicate_dedupe|basis:website_host,VVIP Infratech Limited,website_host
ARROWHEAD SEPERATION ENGINEERING LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
Artemis Electricals Limited,"Maharashtra dated August 27, 2015 and name of our Company was changed to “Artemis Electricals Limited”",unspecified_see_drhp,www.artemiselectricals.com; www.cameoindia.com; www.fedsec.in,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: 1) Pravin Kumar Agarwal,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,U51505MH2009PLC196683,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,1,india_location_signal,1,cert_or_patent_evidence,0,weak_promoter_signal,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,5.0,0.0,5.0,5.0,65.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Shine Fashions (India) Limited,website_host
Artemis Electricals Limited,"of our Company, please refer to the chapter titled “General Information” and “History and Certain Other Corporate Matters” beginning on page 54 and 156 respectively of this Draft Red Herring Prospectus",unspecified_see_drhp,www.artemiselectricals.com; www.cameoindia.com; www.fedsec.in,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: 1) Pravin Kumar Agarwal,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,0,weak_promoter_signal,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,55.0,1,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,0.0,5.0,5.0,55.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Shine Fashions (India) Limited,website_host
ASARFI HOSPITAL LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,3,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
Ashapuri Gold Ornament Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Prince Saraf; Mr. Saremal Soni; Mr. Dinesh Soni; Mr. Jitendra Soni. Promoter Group Such,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
ASSTON PHARMACEUTICALS LIMITED,"Bhavan, Plot No 42A Sector -11 CBD Bel apur, Navi Mumbai, Thane – 400 614, 3 | P a g e",unspecified_see_drhp,www.asstonpharmaceuticals.com; www.sobhagyacapital.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Dr. Ashish Narayan Sakalkar,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,3,50,40.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,0.0,40.0,0.0,rules_only,duplicate_dedupe|basis:website_host,L. T. Elevator Limited,website_host
Astron Multigrain Limited,Download failed (timeout or HTTP error).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Jenish Parshottambhai Khunt; Mr. Ikshit Shah; Mr. Yash Doshi Email,,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Atam Valves Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
Aten Papers and Foam Limited,"Madhav Nagar, 11/12 S V Road, Andheri West, Mumbai City – 400058 (Maharashtra)",unspecified_see_drhp,www.atenpapers.com; www.skylinerta.com; www.swastika.co.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Neha Munot. PROMOTERS OF OUR,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,3,50,40.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,0.0,40.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Efficient Fire and Security Solutions Limited,website_host
Avax Soft Technologies Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Manick Wadhwa Mr. Ghanisht Nagpal Email; Mrs. Rati Gupta Email; Mr. Harinderpal Singh Sodhi; Mr. Harish Kumar. For,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Avtar Career Creators Limited,"relation to use of the pr emises could have a material adverse effect on our business and results of operations Our Registered Office, located at No",unspecified_see_drhp,https://in.mpms.mufg.com/; www.avtarcc.com; www.mefcomcap.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Dr. Saundarya Rajesh; Mr. Akshey Rajesh; Mr. Umasanker Kandaswamy DETAILS OF THE ISSUE; Mr. Umasanker Kandaswamy THE ISSUE INITIAL PUBLIC,hiring / recruitment; subsidiary / group structure,bse_sme_ipo_drhp_pipeline|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|workforce_scaling_signal|hiring|recruitment|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Phytochem Remedies (India) Limited,website_host
Avyukta Dairy Products Limited,"the conversion of our Company to public limited Company, the name of our Company has been changed to “Avyukta Dairy Products Limited” vide fresh Certificate of Incorporation dated July 09, 2021 issued by the Registrar of Companies, Delhi. For further details of Incorporation, cha...",unspecified_see_drhp,www.avyuktadairy.com; www.masserv.com; www.navigantcorp.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Nisha Singh; Ms. Anjani Mittal Promoters Group Companies; Mr. Avdhesh Mittal. Companies Act; Ms. Nisha Singh. Depositories Act The Depositories; Mr. Avdhesh Mittal; Ms. Anjani Mittal. For; Ms. Anjani Mittal,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,3,50,40.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,0.0,40.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Yashhtej Industries (India) Limited,website_host
Axiom consulting limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
B-RIGHT REALESTATE LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Zoya Jahur Shaikh Company Secretary; Ms. Dimple Magharam Slun Email; Ms. Deepali Dhuri Email; Ms. Zoya Jahur Shaikh,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
BBG Industries Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Riddhi Sureka; Mr. Priyadarshi Balu Agarwal; Mr. Harsh Agarwal. For,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
BENCHMARK COMPUTER SOLUTIONS LIMITED,"Stakeholders Relationship Committee The Stakeholders Relationship Committee of our Board of Directors constituted in accordance with Section 178 of the Companies Act, 2013. For details , please refer chapter titled “Our Management” beginning on Page No. 131 of this Draft Prospect...",unspecified_see_drhp,www.beelinemb.com; www.benchmarksolution.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Mr. Dhananjay Vrindawan Wakode,ISO certification mentioned; subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,5.0,5.0,5.0,70.0,0.0,rules_only,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
Bhatia Colour Chem Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Hiral Shah; Mr. Bharat Bhatia; Mr. Ramesh Bhatia; Mr. Ravi Bhatia Type Fresh Issue Size; Mr. Ravi Bhatia THE ISSUE PUBLIC ISSUE; Mr. Ravi Bhatia ISSUE SIZE Initial Public; as follows,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
