Company Name,City,Industry Segment,Website,Revenue Band,Differentiation Evidence,Promoter/Decision-Maker,Growth Signals,Tailwinds,Source,CIN,Industry Segment (raw),Evidence Tags Normalized,C1_Manufacturer,C1_Notes,C2_India_Based,C2_Notes,C3_Differentiation,C3_Notes,C4_Technical_DM,C4_Notes,C5_Tailwinds,C5_Notes,C6_Growth_Signals,C6_Notes,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,_dedupe_group_size
Dharni Capital Services Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Hemant Dharnidharka; Mrs. Preeti Saraogi DETAILS OF OFFER TO; Mr. Jinesh Doshi Email; Mr. R.D. Ramasamy Email; Mr. Mayank Mundhra; Mrs. Preeti Saraogi DETAILS OF ISSUE INITIAL; Mr. Hemant Dharnidharka Materiality Policy; Mrs. Preeti Saraogi. For; Mrs. Preeti Saraogi,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Dhyaani Tile and Marblez Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Foram Ajmeri; Mr. Chintan Nayan Bhai Rajyaguru Nomination; Mr. Chintan Nayan Bhai Rajyaguru Promoter Group; Mr. Chintan Nayan Bhai Rajyaguru SIZE OF,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Dindigul Farm Product Limited,Identification Number of our company is U15200TZ2010PLC016407.,unspecified_see_drhp,www.beelinemb.com; www.ennutrica.com; www.linkintime.co.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Gurunathan Uma Kanth Narayanan PROMOTERS OF,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,U15200TZ2010PLC016407,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
DIPNA PHARMACHEM LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Khushboo Jethaliya; Mr. Keyur Dipakkumar Shah Type Fresh Issue; Mr. Keyur Shah Promoter Group Companies; Ms. Khushboo Jethaliya. Chief Financial Officer; Mr. Keyur Parmar. Act; Mr. Keyur Shah. For,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
DJ Mediaprint & Logistics Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Khushboo Mahesh Lalji; Mr. Dinesh Muddu Kotian; Mr. Santhosh Muddu Kotian. Promoter Group Includes; Mr. Dhanraj Dayanand Kunder,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Earum Pharmaceuticals Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Parsotam Kantilal Purohit; Mr. Bhumishth Narendrabhai Patel; Mrs. Payal Bhumishth Patel THE ISSUE INITIAL; Mrs. Payal Bhumishth Patel. For; Mrs. Payal Bhumishth Patel Issue Rela; Mrs. Payal Bhumishth Patel Issue Related Terms,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
EBOR INDUSTRIES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Vishal Girishkumar Suthar Company Secretary; Mr. DHRUMIL BIPIN PATEL DETAILS OF OFFER; Mr. S. Ramakrishna Iyengar Telephone; Mr. R.D. Ramasamy; Mr. Vishal Girishkumar Suthar; Mr. Dhrumil Bipin Patel THE ISSUE INITIAL; Mr. Dhrumil Bipin Patel. Promoter Group Includes; Mr. Dhrumil Bipin Patel. CIN Corporate Identification; Mr. Vishal Girishkumar Suthar Registered Office Plot,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Eighty Jewellers Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Nikesh Bardia; Mr. Tilok Chand Bardia; Mr. Nitin Kumar Bardia. DETAILS OF; Mr. Sourabh Garg Email; Mr. Swapnil Kate Email; Mr. Nitin Kumar Bardia. THE ISSUE INITIAL; Mr. Nikesh Bardia. Materiality Policy; Mr. Nitin Bardia; Mr. Nitin Kumar Bardia; Mr. Nikesh Bardia Stakeholders Relationship Committee,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Ekennis Software Service Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Sonali Corporate Identification Number; Ms. Manisha Sharma MOA; Ms. Manisha Sharma Promoter Group Such,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Euphoria Infotech (India) Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Shamba Bhanja,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
EUREKA CONVEYOR BELTINGS LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Prerna Jain; Mr. Raj Kumar Khubchandani; Mr. Bharat Kumar Khubchandani; Mr. Sumit Khubchandani; Mr. Nitin Khubchandani; Mr. Puneet Khubchandani; Mrs. Bhakti Khubchandani. For; Mr. Govind Ram Mittal. ISSUE RELATED TERMS,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Evans Electric Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Deepak YPatil; Mr. Ivor Anthony Desouza THE ISSUE INITIAL; Mr. Ivor Anthony Desouza. For,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
EverestIMS Technologies Limited,"“U72900KA2017PLC102256”. For details of Incorporation, change of name and registered office of our company, please refer to c hapter titled “",unspecified_see_drhp,https://everestims.com/; www.maashitla.com; www.oneviewadvisors.com,₹25–100 Cr (approx from lakhs),no_structured_differentiation_tag,Mr. Sudhakar Aruchamy,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv,U72900KA2017PLC102256,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,1
EVOQ REMEDIES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Bhumishth Narendrabhai Patel Chairman; Mr. Mohit R. Goyal Email; Mr. Swapnil Kate Email; Mr. Tej Bharatkumar Hanj PROMOTERS OF; Mr. Bhumishth Narendrabhai Patel; Mrs. Payal Bhumishth Patel; Mr. Yogesh Rajput. Company Secretary; Mr. Tej Bharatkumar Hanj. Depositories Act; Mr. Bhumishth Patel,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Exhicon Events Media Solutions Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Abhishek Jain Company Secretary; Mr. Anand Srivastava Email; Mr. Abhishek Jain; Mr. Mohammad Quaim Syed; Ms. Padma Mishra THE ISSUE INITIAL PUBLIC; Ms. Padma Mishra; Ms. Padma Mishra For,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Farm Peace Limited,Download failed (timeout or HTTP error).,unknown,,unknown,no_structured_differentiation_tag,DRHP: SANDIPKUMAR NARSINHBHAI PATEL; SUDHIR HARIBHAI PATEL; GIRISHBHAI; GIRISHBHAI FALJIBHAI PATEL,,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,rich_drhp_promoter_blob,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Focus Business Solution Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Radha Rameshbhai Gohil; Mr. Vikas Chhangani PURVA SHAREGISTRY; Mr. Rajesh Shah; Ms. Purva Shah; Ms. Deepali Dhuri ISSUE PROGRAMME ISSUE OPENS; Mr. Mohamedyaseen Muhammadbhai Nathani; Mr. Mohamedamin Mohammad Nathani Promoters Group Companies; Mr. Mohammed Ilyas Shaikh. Companies Act; Ms. Radha Rameshbhai Gohil. Depositories Act; Mr. Mohamedamin Mohammad Nathani. For,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Fone4 Communications (India) Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Nisha Shaw; Mr. S. Ramakrishna; Mr. S. Ramakrishna Iyengar Telephone; Mr. R.D. Ramasamy; Mr. Sayyed Hamid; Mrs. Roudha Zerlina; Mr. Sayyed Haris Sayyed Imbichi,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
G M Polyplast Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Dimple Amrit Parmar; Mr. Dinesh Balbirsingh Sharma; Ms. Sarita Dinesh Sharma; Ms. Sarita Dinesh Sharma Stakeholders,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
G. K. P. Printing & Packaging Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Keval Harshad Goradia Nomination; Mr. Keval Harshad Goradia; Mrs. Payal Keval Goradia Promoter Group Persons,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Gabriel Pet Straps Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Gandecha Khyati Hareshbhai; Ms. Tanya Goyal E-mail; Ms. Gandecha Khyati Hareshbhai. Corporate Identification Number; Mr. Shah Jay Paresbhai MOA; Mr. Shah Jay Pareshbhai; Mr. Varasada Vimal Dayabhai; Mr. Kavathiya Vivek Dharmendrabhai. Promoter Group Such; Mr. Kavathiya Vivek Dharmendrabhai. KEY PERFORMANCE INDICATORS,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Galactico Corporate Services Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Harshika Thakkar; Mr. Vipul Lathi THE OFFER PUBLIC OFFER; Mr. Vipul Lathi Promoter Group Such; Mr. Vishal Sancheti. CIN; Ms. Harshika Thakkar. Director; Mr. Vipul Lathi. MOA; Mr. Vipul Lathi Stakeholders,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Gconnect Logitech and Supply chain Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Jigar Vinodbhai Sheth June; Mr. Vinod Venilal Sheth June,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
GEM Enviro Management Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Vijay Kumar Sharma OUR; Mr. Kunal Bansal Email Id; Mr. Amit Puri; Mr. Pramod Negi E-mail; Mr. Anuj Rana Email Id; Mr. Siddharth Jadhav Website,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Gian Life Care Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Anil Bhargava SEBIRegn.No. INM; Mr. Arun Kumar Gupta Materiality Policy; Mr. Arun Kumar Gupta Promoter Group Includes; Mr. Arun Kumar Gupta; Mrs. Avani Gupta; Mr. Devang Agarwal; Ms. Rashika Agarwal; Mr. Manjeet Singh; Mr. Pravin Tomar; Ms. Akanksha Gupta. Issue,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Gleam Fabmat Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Amit Gupta; Mr. Arun Gupta; Mr. Anil Kumar Gupta THE ISSUE PUBLIC; Mr. Anil Kumar Gupta Promoter Group Such; Mr. Amit Gupta Company Secretary; Mr. Navneet Gupta Director,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Global Longlife Hospital and Research Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Deepak Ravidatta Sharma; Mr. Deepak Sharma. Chief Financial Officer; Ms. Hetal Thakkar Director,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Goblin India Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unspecified_see_drhp,www.bigshareonline.com; www.galacticocorp.com; www.goblinindia.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Farhat Mohanif Patel; Mr. Manojkumar Choukhany; Mrs. Sonam Choukhany. For; Mrs. Sonam Choukhany. Abridged Prospectus Abridged,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,3
Goel Food Products Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Dinesh Goyal Managing Director Email Id; Mr. Dinesh Goyal Equity; Ms. Rashmi Goyal Equity; Mr. Dinesh Goyal; Mr. Dinesh Goyal THE ISSUE PUBLIC ISSUE,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Green Farm Bio-Gen  Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Nisha Bhagat; Mr. Rajesh Nama Companies Act; Mr. PrafulKumar Chavda; Mr. Prafulkumar Najabhai Chavda,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Greenhitech Ventures Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mrs. Senha Jain; Mr. Naved Iqbal Place; Mr. Nikhil Shah SEBI Registration No; Mr. Navel Iqbal; Mr. Mohamad Nadeem; Mr. Naved Iqbal; Mr. Mohammad Nadeem; Mr. Javed Iqubal; Mrs. Shagufta Jawed; Mrs. Neha Nasir,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Greens Food Crafts India Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Satish Madhavanarayanan; Mr. SATISH MADHAVANARAYAN AND Mr. ANIL CHENNALINGE; Mr. Jagadeesh Bommegowda; Mrs. Meenakshi Gundlupet Venkatappa; Mr. Anil Chennalinge Gowda. For,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
HEALTHY LIFE AGRITEC LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Shekhar Kapoor; Ms. DIVYA MOJJADA; Mr. S. Ramakrishna Iyengar Telephone; Mr. R.D. Ramasamy; Ms. Divya Mojjada; Mr. Sandeep Ramkirit Gaud,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
Hemant Surgical Industries Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mrs. Meenal Ajmera Company Secretary; Mrs. Roshni Lahoti Email; Mr. Swapnil Kate Email; Mrs. Meenal Ajmera,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,3
Humming Bird Education Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Mayank Pratap Singh; Mr. Nitesh Jain; Mr. Narender Kumar Jain Promoters Group Companies; Mrs. Vaishali Jain. Companies Act; Mr. Mayank Pratap Singh Corporate Office; Mr. Narender Kumar Jain. For,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2
