Company Name,City,Industry Segment,Website,Revenue Band,CIN,ICP_Blended_Weighted_Score,ICP_Weighted_Score,Reject_Phase,Reject_Reason_Codes,Dedupe_Winner_Company,Dedupe_Basis
Sollfege Smart Electronics Limited,See DRHP ‘General Information’ — address not matched by pattern.,unspecified_see_drhp,www.finshoregroup.com; www.sollfege.com,Extract from restated financials in DRHP (pattern not matched).,,50.0,50.0,step8,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
Sonalis Consumer Products Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
SPECIALITY MEDICINES LIMITED,Download failed (timeout or HTTP error).,unknown,,unknown,,15.0,15.0,step8,no_website_url,,
Spinaroo Commercial Limited,"company, please refer to section titled “",unspecified_see_drhp,www.cameoindia.com; www.finshoregroup.com; www.spino.co.in,Extract from restated financials in DRHP (pattern not matched).,,70.0,70.0,step8,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
Srigee DLM Limited,PDF parse error: PdfStreamError,unknown,,unknown,,15.0,15.0,step8,no_website_url,,
STAR IMAGING AND PATH LAB LIMITED,"Registered Office: 4B/4, Tilak Nagar, Near Sant Pura, Tilak Nagar West Delhi, New Delhi- 110018, India Tel",unspecified_see_drhp,www.kfintech.com; www.shareindia.com; www.starimaging.in,Extract from restated financials in DRHP (pattern not matched).,,60.0,60.0,step8,duplicate_dedupe|basis:website_host,VVIP Infratech Limited,website_host
STEELMAN TELECOM LTD.,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Storage Technologies and Automation Limited,Number U74900KA2010PLC052918,unspecified_see_drhp,https://racksandrollers.com; www.integratedindia.in; www.nikunjonline.com; www.oneviewadvisors.com,₹25–100 Cr (approx from lakhs),U74900KA2010PLC052918,30.0,30.0,step8,duplicate_dedupe|basis:website_host,Qualitek Labs Limited,website_host
SUBAM PAPERS LIMITED,"For details in relation to the incorporation, Change in Registered Office and other details, please refer to the chapter titled “","c) Under the head Overview of Our Business on Page 135, the standalone revenue breakup and State wise revenue breakup ha",www.gretexcorporate.com; www.subampapers.com,Extract from restated financials in DRHP (pattern not matched).,,50.0,50.0,step8,duplicate_dedupe|basis:website_host,Shine Fashions (India) Limited,website_host
SUDARSHAN PHARMA INDUSTRIES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
SUNITA TOOLS LIMITED,Download failed (timeout or HTTP error).,unknown,,unknown,,15.0,15.0,step8,no_website_url,,
Sunrise Efficient Marketing Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,15.0,15.0,step8,no_website_url,,
Super Iron Foundry Ltd,Factor / Manufacturing facility and Warehouse at factory 161 Our Company does not employ any contract labour in our manufacturing process.,unspecified_see_drhp,www.horizonmanagement.in; www.linkintime.co.in; www.superironfoundry.com,Extract from restated financials in DRHP (pattern not matched).,,35.0,35.0,step8,duplicate_dedupe|basis:website_host,L. T. Elevator Limited,website_host
Suratwwala Business Group Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Susan Electricals India Limited,"Flat No. 1703, 17th Floor, Nirmal Tower 26, Barakhamba Road, New Delhi-110001, Delhi (admeasuring 450.00 Sqft) Rent Mr. Aman Singh Panwar Obtained on rent from Mr. Aman Singh Panwar for a period of eleven (11) months commen",unspecified_see_drhp,https://seil.net.in/; https://serencapital.in/; www.mudrarta.com,Extract from restated financials in DRHP (pattern not matched).,,60.0,60.0,step8,duplicate_dedupe|basis:website_host,Recode Studios Limited,website_host
Suyog Gurbaxani Funicular Ropeways Limited,"“we”, “us” or “our” Unless the context otherwise indicates or implies, refers to our Company.",unspecified_see_drhp,www.afsl.co.in; www.kfintech.com; www.sgfrl.com,Extract from restated financials in DRHP (pattern not matched).,,30.0,30.0,step8,duplicate_dedupe|basis:website_host,Shine Fashions (India) Limited,website_host
SVS VENTURES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unspecified_see_drhp,www.bigshareonline.com; www.focl.in; www.svsventures.co.in,Extract from restated financials in DRHP (pattern not matched).,,30.0,30.0,step8,duplicate_dedupe|basis:website_host,Yashhtej Industries (India) Limited,website_host
Swashthik Plascon Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,15.0,15.0,step8,no_website_url,,
Swasth Foodtech India Limited,name of our Company was changed to ‘Swasth Foodtech India Limited’,unspecified_see_drhp,www.horizonmanagement.in; www.swasthfoodtech.com,₹25–100 Cr (approx from lakhs),,25.0,25.0,step8,duplicate_dedupe|basis:website_host,L. T. Elevator Limited,website_host
Swastika Castal Ltd,"Public Limited Company on June 10, 1996",unspecified_see_drhp,https://sclcasting.com/; www.accuratesecurities.com; www.horizonmanagement.in,Extract from restated financials in DRHP (pattern not matched).,,50.0,50.0,step8,duplicate_dedupe|basis:website_host,L. T. Elevator Limited,website_host
Taiyo Feed Mill Limited,"at No. 17 A, South Mada Street, Kolathur, Chennai-600099, Tamil Nadu, India. For further details, please refer to section titled “",unspecified_see_drhp,www.purvashare.com; www.shareindia.com; www.taiyogroup.in,Extract from restated financials in DRHP (pattern not matched).,,60.0,60.0,step8,duplicate_dedupe|basis:website_host,VVIP Infratech Limited,website_host
Techknowgreen Solutions Limited,"Flat-202, Hem Opal Apartment, Plot No",unspecified_see_drhp,www.bigshareonline.com; www.indorient.in; www.techkno; www.techknowgreen.com,Extract from restated financials in DRHP (pattern not matched).,,35.0,35.0,step8,duplicate_dedupe|basis:website_host,Yash Highvoltage Limited,website_host
Technichem Organics Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Technopack Polymers Ltd.,"M/s Gokul Industries, Rafaleshvar Industrial Estate, Nr",unspecified_see_drhp,www.bigshareonline.com; www.iskadvisors.com; www.technopackltd.com,Extract from restated financials in DRHP (pattern not matched).,,50.0,50.0,step8,duplicate_dedupe|basis:website_host,SATTRIX INFORMATION SECURITY LIMITED,website_host
Technowire Data Science Limited,"EMAIL WEBSITE 1815, Block-B, Navratna Corporate Park, Opp",unspecified_see_drhp,https://technowire.in/; www.galacticocorp.com; www.linkintime.co.in,Extract from restated financials in DRHP (pattern not matched).,,50.0,50.0,step8,duplicate_dedupe|basis:website_host,Neptune Logitek Limited,website_host
Telge Projects Limited,"U, 8906 E, Skely Drive, Tulsa, Oklahoma- 74129.",unspecified_see_drhp,https://telgeprojects.com/; www.bigshareonline.com; www.shcapl.com,Extract from restated financials in DRHP (pattern not matched).,,30.0,30.0,step8,duplicate_dedupe|basis:website_host,Nanta Tech Limited,website_host
Three M Paper Boards Limited,AND SHALL BE MADE AVAILABLE TO THE SME PLATFORM OF BSE (“BSE SME”) FOR THE PURPOSES OF UPLOADING ON THEIR WEBSITE.,unspecified_see_drhp,www.bigshareonlince.com; www.bsesme.com; www.comfortsecurities.co.in; www.threempaper.com,Extract from restated financials in DRHP (pattern not matched).,,50.0,50.0,step8,duplicate_dedupe|basis:website_host,Yash Highvoltage Limited,website_host
Times Green Energy (India) Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unspecified_see_drhp,www.afsl.co.in; www.bigshareonline.com; www.timesgreenenergy.com,Extract from restated financials in DRHP (pattern not matched).,,30.0,30.0,step8,duplicate_dedupe|basis:website_host,Shine Fashions (India) Limited,website_host
Tipco Engineering India Limited,"taken by any regulatory authorities in future, for such delay filings/non filings with provisions of corporate or any other law could impact the financial position of the Company to that extent.",unspecified_see_drhp,https://tipcoengineering.com/; www.maashitla.com; www.shcapl.com,Extract from restated financials in DRHP (pattern not matched).,,55.0,55.0,step8,duplicate_dedupe|basis:website_host,Nanta Tech Limited,website_host
Toss the Coin Limited,which inter-alia include clerical errors by our Company with the ROC,unspecified_see_drhp,www.beelinemb.com; www.linkintime.co.in; www.tossthe.co.in,₹0–5 Cr (approx from lakhs),,50.0,50.0,step8,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
Trafiksol ITS Technologies Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,15.0,15.0,step8,no_website_url,,
TRANSTEEL SEATING TECHNOLOGIES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Transvoy Logistics India Limited,CORPORATE OFFICE CONTACT PERSON TELEPHONE AND EMAIL,unspecified_see_drhp,www.beelinemb.com; www.linkintime.co.in; www.transvoy.com,Extract from restated financials in DRHP (pattern not matched).,,30.0,30.0,step8,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
Travels & rentals Limited,titled “Our History and Certain Corporate Matters ” beginning on page no 137 of the Prospectus.,unspecified_see_drhp,www.cameoindia.com; www.finshoregroup.com; www.travelsandrentals.in,Extract from restated financials in DRHP (pattern not matched).,,50.0,50.0,step8,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
Trident Lifeline Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Tutorials Point (India) Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Twinkle Papers limited,Delhi-110001 Telephone: +91 9910990488 Email: mb@ftfinsec,unspecified_see_drhp,https://twinklepapers.com/; https://www.alankit.com/; www.novuscaps.com,Extract from restated financials in DRHP (pattern not matched).,,45.0,45.0,step8,duplicate_dedupe|basis:website_host,Autofurnish Limited,website_host
Udaan Paper Industries Limited,"Pithampur, Madhya Pradesh, India - 454774.",unspecified_see_drhp,https://serencapital.in/; https://www.udaanindustries.com/; www.bigshareonline.com,Extract from restated financials in DRHP (pattern not matched).,,60.0,60.0,step8,duplicate_dedupe|basis:website_host,Recode Studios Limited,website_host
Ullu Digital Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Ultra Rich Weddings Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Umiya Mobile Limited,Office Contact Person Email and Telephone Website Plot No,unspecified_see_drhp,www.bigshareonline.com; www.shcapl.com; www.umiyamobile.com,Extract from restated financials in DRHP (pattern not matched).,,50.0,50.0,step8,duplicate_dedupe|basis:website_host,Nanta Tech Limited,website_host
Unified Data- Tech Solutions Limited,PDF parse error: PdfStreamError,unknown,,unknown,,15.0,15.0,step8,no_website_url,,
United Cotfab Limited,See DRHP ‘General Information’ — address not matched by pattern.,unspecified_see_drhp,www.beelinemb.com; www.purvashare.com; www.unitedcotfab.com,Extract from restated financials in DRHP (pattern not matched).,,50.0,50.0,step8,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
V R FILMS & STUDIOS LIMITED,Download failed (timeout or HTTP error).,unknown,,unknown,,15.0,15.0,step8,no_website_url,,
Valplast Technologies Limited,"was U45400HR2014FLC094931. Further, pursuant to our email dated September 26, 2023, and January 11, 2024, to Registrar of companies, Delhi, our",unspecified_see_drhp,www.bigshareonline.com; www.fintellectualadvisors.com; www.valplastech.com,Extract from restated financials in DRHP (pattern not matched).,U45400HR2014FLC094931,25.0,25.0,step8,duplicate_dedupe|basis:website_host,R. P. Multimetals Limited,website_host
VARYAA CREATIONS LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Vashishtha Luxury Fashion Limited,Information” and “History and Certain Corporate Matters” beginning on page 50 and 144 respectively of the Draft Red Herring Prospectus.,unspecified_see_drhp,www.bigshareonline.com; www.expertglobal.in; www.vashishthaluxuryfashion.com,₹0–5 Cr (approx from lakhs),,30.0,30.0,step8,duplicate_dedupe|basis:website_host,Royal Sense Limited,website_host
VDOIT TECHNOLOGIES LIMITED,"Unit number 912, Emaar Palm Square, Sector – 66, Golf Course, Extension Road, Gurugram, Gurgaon, Haryana -122011, India. | Tel No.: +91-1244468926 |",unspecified_see_drhp,https://vdoitech.com/; www.cameoindia.com; www.fedsec.in,Extract from restated financials in DRHP (pattern not matched).,,40.0,40.0,step8,duplicate_dedupe|basis:website_host,Shine Fashions (India) Limited,website_host
Vectras Enprocon Limited,"2025. The corporate identification number of our Company is U45309 GJ2021PLC122680. Registered Office: Office No. 601-602, Amrakunj Avis, Near Tapovan Circle, Chandkheda, Ahmedabad – 382424, Gujarat. Website: www.vectrasgroup.com; E-Mail: compliance@vectrasgroup.com; Telephone No...",unspecified_see_drhp,www.beelinemb.com; www.vectrasgroup.com,Extract from restated financials in DRHP (pattern not matched).,,60.0,60.0,step8,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
Vedant Asset Ltd,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Veefin Solutions Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Veer Global Infraconstruction Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Veerkrupa Jewellers Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Viraunique Realtors Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Virtuoso Optoelectronics Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,15.0,15.0,step8,no_website_url,,
Visaman Global Sales Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Vision Time India Limited,studios are located and the same are either on lease arrangement or on right to use basis,unspecified_see_drhp,www.arihantcapital.com; www.cameoindia.com; www.visiontime.in,Extract from restated financials in DRHP (pattern not matched).,,15.0,15.0,step8,duplicate_dedupe|basis:website_host,Organic Recycling Systems Limited,website_host
Vivaa Tradecom Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Vruddhi Engineering Works Limited,"LOCATED), AT LEAST TWO WORKING DAYS PRIOR TO THE BID/ISSUE OPENING DATE AND SHALL BE MADE AVAILABLE TO THE SME PLATFORM OF BSE (“BSE SME”) FOR THE PURPOSES OF UPLOADING ON THEIR",unspecified_see_drhp,www.bigshareonline.com; www.fedsec.in; www.vruddhicouplers.com,Extract from restated financials in DRHP (pattern not matched).,,55.0,55.0,step8,duplicate_dedupe|basis:website_host,Shine Fashions (India) Limited,website_host
Vrundavan Plantation Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Vyara Tiles Limited,"converted into a Public L imited Company vide Special Resolution passed by the Shareholders at the Extra - Ordinary General Meeting, held on August 07, 2024, and consequently the name of our Company was changed from “Vyara Tiles Private Limited” to “Vyara Tiles Limited” vide a fr...",unspecified_see_drhp,www.kfintech.com; www.shareindia.com; www.vyaratiles.i; www.vyaratiles.in,Extract from restated financials in DRHP (pattern not matched).,,50.0,50.0,step8,duplicate_dedupe|basis:website_host,VVIP Infratech Limited,website_host
Welpar Pharmbizz Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
White Organic Retail Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,,30.0,30.0,step8,no_website_url,,
Workmates Core2Cloud Solution Limited,"Flat 7, 3rd Floor, 3A Rammohan Mullick Garden Lane Kolkata - 700010, West Bengal, India Purbali Saha Company Secretary and Compliance Officer + 91 33 450 84924",unspecified_see_drhp,www.cloudworkmates.com; www.horizonmanagement.in,Extract from restated financials in DRHP (pattern not matched).,,45.0,45.0,step8,duplicate_dedupe|basis:website_host,L. T. Elevator Limited,website_host
YAASHVI JEWELLERS LIMITED,"Colony Vaishali Nagar, Jaipur, Rajasthan, India, 302021",unspecified_see_drhp,www.bigshareonline.com; www.shcapl.com; www.yaashvijewellers.com,Extract from restated financials in DRHP (pattern not matched).,,60.0,60.0,step8,duplicate_dedupe|basis:website_host,Nanta Tech Limited,website_host
Zelio E-Mobility Limited,PDF parse error: PdfStreamError,unknown,,unknown,,15.0,15.0,step8,no_website_url,,
