row_index,company_name,drhp_or_draft_date,drhp_or_draft_document_url
580,Haru Worldwide Limited,30/09/2022,https://www.bsesme.com/download/348812/Final%20Draft%20Prospectus_20220930231127.pdf
581,Eastern Logica Infoway Ltd,30/09/2022,https://www.bsesme.com/download/350589/Draft%20Prospectus_Eastern%20Logica%20Ltd%20dtd%2030092022_20220930152902.pdf
582,Dharni Capital Services Limited,29/09/2022,https://www.bsesme.com/download/384844/Draft%20Prospectus%20Dharni%20Capital%20Services%20Limited_20220929183011.pdf
583,Technopack Polymers Ltd.,22/09/2022,https://www.bsesme.com/download/315298/Final%20TPL_DRHP_20220922164924.pdf
584,REX SEALING AND PACKING INDUSTRIES LIMITED,19/09/2022,https://www.bsesme.com/download/342187/Rex%20Sealing-Draft%20Prospectus%20-%20final_20220919141652.pdf
585,Cargotrans Maritime Limited,15/09/2022,https://www.bsesme.com/download/392480/Draft%20Prospectus_20220915172628.pdf
586,AMBO AGRITEC LIMITED,15/09/2022,https://www.bsesme.com/download/302503/DP_AMBO_BSE_14092022_20220915014952.pdf
587,PACE E-COMMERCE VENTURES LIMITED,12/09/2022,https://www.bsesme.com/download/375760/Draft%20Prospectus_20220912233521.pdf
588,Vedant Asset Ltd,12/09/2022,https://www.bsesme.com/download/326699/Vedant%20Asset%20Limited_DP_20220912161658.pdf
589,Concord Control Systems Limited,09/09/2022,https://www.bsesme.com/download/395328/DRHP_Concord_Control_Systems_Ltd_20220909173612.pdf
590,AMANAYA VENTURES LIMITED,06/09/2022,https://www.bsesme.com/download/360115/AMANAYA%20VENTURES%20LIMITED_20220906134928.pdf
591,Silicon Rental Solutions Ltd,01/09/2022,https://www.bsesme.com/download/330049/DP%20-%20Silicon%20Rental%20Solutions%20Ltd._20220901185402.pdf
592,Kedarnath Industries Limited,27/08/2022,https://www.bsesme.com/download/302015/KIL%20DRAFT%20PROSPECTUS_20220826234707.pdf
593,REETECH INTERNATIONAL CARGO AND COURIER LIMITED,21/08/2022,https://www.bsesme.com/download/352490/Draft%20Prospectus_20220821185244.pdf
594,INDONG TEA COMPANY LIMITED,19/08/2022,https://www.bsesme.com/download/370281/DP_Indong_19082022_20220819213034.pdf
595,CONTAINE TECHNOLOGIES LIMITED,04/08/2022,https://www.bsesme.com/download/351272/DP_CTPL_BSE_03082022_20220804124716.pdf
596,Trident Lifeline Limited,02/08/2022,https://www.bsesme.com/download/360407/Draft%20Prospectus%20-%20TTL_20220802180117.pdf
597,STEELMAN TELECOM LTD.,02/08/2022,https://www.bsesme.com/download/306219/DraftProspectus_Steelman_20220802033533.pdf
598,SHANTIDOOT INFRA SERVICES LIMITED,29/07/2022,https://www.bsesme.com/download/318655/Draft%20Prospectus_Shantidoot_Final_20220729015710.pdf
599,Insolation Energy Limited,19/07/2022,https://www.bsesme.com/download/347987/DRHP-Insolation%20Energy%20Limited_20220719181406.pdf
600,DIPNA PHARMACHEM LIMITED,14/07/2022,https://www.bsesme.com/download/377122/Draft%20Prospectus_Dipna_20220714184242.pdf
601,Cargosol Logistics Limited,01/07/2022,https://www.bsesme.com/download/355330/Draft%20Prospectus%20-%20Cargosol_20220701115610.pdf
602,NATURO INDIABULL LIMITED,30/06/2022,https://www.bsesme.com/download/305535/DP_NaturoIndiabull_30062022_20220630233119.pdf
603,Mafia Trends Limited,28/06/2022,https://www.bsesme.com/download/362153/MTL%20-%20Draft%20Prospectus_20220628164928.pdf
604,MAAGH ADVERTISING AND MARKETING SERVICES LIMITED,28/06/2022,https://www.bsesme.com/download/301477/Maagh%20Draft%20Prospectus_20220628120315.pdf
605,Rhetan TMT Limited,15/06/2022,https://www.bsesme.com/download/391303/Draft%20Prospectus_Rhetan%20TMT%20Limited_20220615155921.pdf
606,B-RIGHT REALESTATE LIMITED,15/06/2022,https://www.bsesme.com/download/398903/Draft%20Prospectus_B-Right_20220615051716.pdf
607,HEALTHY LIFE AGRITEC LIMITED,14/06/2022,https://www.bsesme.com/download/366800/DP_Healthy%20Life_14.06.2022_20220614193625.pdf
608,JAYANT INFRATECH LIMITED,07/06/2022,https://www.bsesme.com/download/314756/Draft%20Prospectus_Jayant_20220607205444.pdf
609,SAILANI TOURS N TRAVELS LIMITED,31/05/2022,https://www.bsesme.com/download/329950/Draft%20Prospectus_Sailani_20220531174016.pdf
610,Olatech Solutions Limited,24/05/2022,https://www.bsesme.com/download/359892/Olatech%20Solutions%20Limited%20-%20Draft%20Prospectus_20220524182926.pdf
611,Kesar India Limited,20/05/2022,https://www.bsesme.com/download/326834/Final-Draft%20Prospectus_20220520151858.pdf
612,Modi's Navnirman Limited,05/05/2022,https://www.bsesme.com/download/309524/Modi_Navnirman_Limited_DP_20220506104350.pdf
613,Scarnose International Limited,04/05/2022,https://www.bsesme.com/download/328175/DP_Scarnose_02.05.2022_Final_20220504203643.pdf
614,Veerkrupa Jewellers Limited,29/04/2022,https://www.bsesme.com/download/329878/Veerkrupa_Jewellers_Limited%20(1)_20220429163603.pdf
615,SBS Food Courts Limited,22/04/2022,https://www.bsesme.com/download/392091/Draft%20Prospectus%20-%20SBS%20Food%20Courts%20Limited_20220422160323.pdf
616,Silver Pearl Hospitality & Luxury Spaces Limited,30/03/2022,https://www.bsesme.com/download/313728/Silver%20Pearl%20Hospitality%20Draft%20Prospectus_20220330164318.pdf
617,Pearl Green Clubs and Resorts Limited,25/03/2022,https://www.bsesme.com/download/374163/Draft%20prospectus%20Pearl%20Green_20220325145544.pdf
618,Goel Food Products Limited,23/03/2022,https://www.bsesme.com/download/371436/Draft%20Prospectus_Goel_20220323171927.pdf
619,Fone4 Communications (India) Limited,21/03/2022,https://www.bsesme.com/download/322557/DP_Fone4_Final_21.03.2022_20220321191941.pdf
620,Sunrise Efficient Marketing Limited,11/03/2022,https://www.bsesme.com/download/325285/Sunrise%20DP%2010032022_20220311173314.pdf
621,Virtuoso Optoelectronics Limited,07/03/2022,"https://www.bsesme.com/download/398829/DP%20Virtuoso%20March%2004,%202022_20220307141732.pdf"
622,Global Longlife Hospital and Research Limited,02/03/2022,https://www.bsesme.com/download/302192/Draft%20Prospectus_BSE_20220302183936.pdf
623,Scarnose International Limited,02/03/2022,https://www.bsesme.com/download/328175/DP_Scarnose_280222_Final_20220302134324.pdf
624,Bhatia Colour Chem Limited,25/02/2022,https://www.bsesme.com/download/356519/Final%20Draft%20Prospectus_20220225195650.pdf
625,EVOQ REMEDIES LIMITED,24/02/2022,https://www.bsesme.com/download/360702/Draft%20Prospectus_Evoq._20220224194322.pdf
626,Eighty Jewellers Limited,09/02/2022,https://www.bsesme.com/download/383789/Draft%20Prospectus%20Eighty%20Jewellers%20Ltd_20220209104629.pdf
627,EP Biocomposites Limited,02/02/2022,https://www.bsesme.com/download/367215/EP%20Biocomposites%20Limited-Draft%20Prospectus_20220204134935.pdf
628,Ekennis Software Service Limited,31/01/2022,https://www.bsesme.com/download/362734/Ekennis%20Software%20Service%20Limited%20-%20Draft%20Prospectus_20220131121117.pdf
629,Dhyaani Tile and Marblez Limited,28/01/2022,https://www.bsesme.com/download/390520/Draft%20Prospectus%20-%20DTML%20-%2024.01.2022_20220128162850.pdf
630,Safa Systems & Technologies Limited,04/01/2022,https://www.bsesme.com/download/313792/DP_SAFA_03.01.2022_20220104123355.pdf
631,Alkosign Limited,24/12/2021,https://www.bsesme.com/download/332940/Final%20Draft%20Prospectus_20211224100241.pdf
632,Maruti Interior Products Limited,23/12/2021,https://www.bsesme.com/download/317529/Final%20Draft%20Prospectus_MIPL_%2023.12.2021_20211223190331.pdf
633,Quality RO Industries Limited,23/12/2021,"https://www.bsesme.com/download/330862/Draft%20Prospectus%20-%20Quality%20RO%20Industries%20Limited%20dated%20December%2023,%202021_20211223171315.pdf"
634,Achyut Healthcare Limited,23/12/2021,https://www.bsesme.com/download/399404/Achyut%20-%20Draft%20Prospectus%2023122021_20211223133356.pdf
635,CLARA INDUSTRIES LIMITED,30/11/2021,https://www.bsesme.com/download/325096/Draft%20Prospectus_Clara_20211201133557.pdf
636,Fabino Life Sciences Limited,26/11/2021,https://www.bsesme.com/download/398923/Fabino%20Life%20Sciences%20Limited%20-%20Draft%20Prospectus_20211126171026.pdf
637,DMR HYDROENGINEERING & INFRASTRUCTURES LIMITED,12/10/2021,https://www.bsesme.com/download/365551/Draft%20Prospectus_20211012224345.pdf
638,Omnipotent Industries Limited,30/09/2021,https://www.bsesme.com/download/309663/OILDP_20210930182030.pdf
639,Shashwat Furnishing Solutions Limited,29/09/2021,"https://www.bsesme.com/download/304239/Draft%20Prospectus%20-%20Shashwat%20Furnishing%20Solutions%20Limited%20dated%20September%2029,%202021_20210929172139.pdf"
640,Brandbucket Media & Technology Limited,28/09/2021,https://www.bsesme.com/download/345649/BBDP_20210928151018.pdf
641,Promax Power Ltd,17/09/2021,https://www.bsesme.com/download/388689/DP_Promax_16092021_20210917143043.pdf
642,Suyog Gurbaxani Funicular Ropeways Limited,09/09/2021,https://www.bsesme.com/download/386935/Suyog%20Gurbaxani%20Funicular%20Ropeways%20Limited%20-%20Draft%20Prospectus_20210909134004.pdf
643,Prevest Denpro Limited,04/09/2021,https://www.bsesme.com/download/376741/PrevestDenproLtdDRHP_20210904153036.pdf
644,Avyukta Dairy Products Limited,02/09/2021,https://www.bsesme.com/download/393677/Draft%20Prospectus%20-%20Avyukta%20Dairy%20Products%20Limited_20210902155726.pdf
645,Getalong Enterprise Limited,30/08/2021,https://www.bsesme.com/download/347690/Getalong%20Enterprise%20Limited%20-%20Draft%20Prospectus_20210830225325.pdf
646,Markolines Traffic Controls Limited,30/08/2021,https://www.bsesme.com/download/355461/DraftProspectus29082021_20210831003340.pdf
647,Samor Reality Limited,24/08/2021,https://www.bsesme.com/download/378183/DP_20210824111106.pdf
648,Aashka Hospitals Limited,30/06/2021,https://www.bsesme.com/download/333485/Final%20Prospectus%20Aashka_20210630144858.pdf
649,GRETEX CORPORATE SERVICES LIMITED,14/06/2021,https://www.bsesme.com/download/356010/Gretex%20Corporate%20Services%20Limited%20-%20Draft%20Prospectus_20210614214821.pdf
650,Focus Business Solution Limited,24/05/2021,https://www.bsesme.com/download/329404/DRAFT%20PROSPECTUS-FOCUS%2024.05.2021_20210524180308.pdf
651,Prevest Denpro Limited,05/05/2021,https://www.bsesme.com/download/376741/Draft%20Prospectus%20Prevest%20Denpro%20Ltd_20210505184555.pdf
652,Nanavati Ventures Limited,17/04/2021,https://www.bsesme.com/download/329648/Nanavati%20Ventures%20Limited%20Draft%20Prospectus_20210417164514.pdf
653,Getalong Enterprise Limited,15/04/2021,https://www.bsesme.com/download/347690/Getalong%20Enterprise%20Limited%20-%20Draft%20Prospectus_20210415202159.pdf
654,Visaman Global Sales Limited,06/04/2021,https://www.bsesme.com/download/394548/DRHP_Visaman_06042021_Final_20210406201241.pdf
655,Adeshwar Meditex Limited,30/03/2021,https://www.bsesme.com/download/374911/AML%20Draft%20prospectus_20210330190702.pdf
656,Shri Venkatesh Refineries Limited,26/03/2021,https://www.bsesme.com/download/373676/Draft%20Prospectus%20-%20SVRL_20210326111513.pdf
657,SBL Infratech Limited,13/03/2021,https://www.bsesme.com/download/360755/SBL%20Infratech%20-%20Draft%20Prospectus-06.07.2021_20210728132106.pdf
658,JETMALL SPICES AND MASALA LIMITED,06/02/2021,https://www.bsesme.com/download/331402/Jetmall_DP_Final_05%20.02.2021_20210206142321.pdf
659,Rangoli Tradecomm Ltd,28/01/2021,https://www.bsesme.com/download/363607/DP%20RANGOLI_20210128123455.pdf
660,Times Green Energy (India) Limited,30/12/2020,https://www.bsesme.com/download/380086/Times%20Green%20Energy%20(India)%20Limited_20201230160838.pdf
661,EKI Energy Services Limited,19/12/2020,https://www.bsesme.com/download/363828/EKI-DRHP-10.03.2021_20210316190433.pdf
662,Times Green Energy (India) Limited,10/11/2020,https://www.bsesme.com/download/380086/TGEIL_Draft%20Prospectus_BSE_20201110185713.pdf
663,MRP Agro Limited,10/11/2020,"https://www.bsesme.com/download/349311/Draft%20Prospectus%20-%20MRP%20Agro%20Limited%20dated%20November%2010,%202020_20201110185156.pdf"
664,Knowledge Marine & Engineering Works Limited,05/11/2020,https://www.bsesme.com/download/377016/Draft%20Prospectus%20KMEW_20201105180859.pdf
665,AA Plus Tradelink Limited,28/09/2020,https://www.bsesme.com/download/384005/AA%20Plus%20Tradelink%20Limited%20-%20Draft%20Prospectus_20200928153434.pdf
666,Navoday Enterprises Limited,25/09/2020,https://www.bsesme.com/download/383521/Navoday%20Enterprises%20Limited%20-%20Draft%20Prospectus_20200925145350.pdf
667,Rajeshwari Cans Limited,23/09/2020,https://www.bsesme.com/download/306850/Draft%20Prospectus%20Rajeshwari%20Cans%20Limited_20200923185801.pdf
668,G M Polyplast Limited,18/09/2020,https://www.bsesme.com/download/318132/Draft%20Prospectus_GM_18092020_20200918211901.pdf
669,Adishakti Loha and Ispat Limited.,18/09/2020,"https://www.bsesme.com/download/338164/ADISHAKTI%20LOHA%20AND%20ISPAT%20LIMITED%20-%20DRAFT%20PROSPECTUS%20-%20SEPTEMBER%2018,%202020_20200918163456.pdf"
670,PlatinumOne Business Services Limited,15/09/2020,https://www.bsesme.com/download/383391/Draft%20Prospectus_PlatinumOne_20200915160136.pdf
671,Secmark Consultancy Limited,28/08/2020,https://www.bsesme.com/download/329963/Draft%20Prospectus_SecMark_20200831184149.pdf
672,Veer Global Infraconstruction Limited,18/08/2020,https://www.bsesme.com/download/347401/VGIL-Draft%20Prospectus_20200818160514.pdf
673,Atam Valves Limited,29/06/2020,https://www.bsesme.com/download/338453/AVL%20DP%2027062020_20200629132153.pdf
674,Shine Fashions (India) Limited,23/06/2020,https://www.bsesme.com/download/360052/DRHP_23_06_2020_20200623094311.pdf
675,Advait Infratech Limited,05/06/2020,https://www.bsesme.com/download/320891/Draft%20Prospectus-%20Advait%20Infratech%20Limited_20200605131556.pdf
676,Billwin Industries Limited,24/04/2020,https://www.bsesme.com/download/313030/DP22042020_20200424173839.pdf
677,DJ Mediaprint & Logistics Limited,06/03/2020,https://www.bsesme.com/download/347417/DP_DJ%20Media_Final_06032020_20200306181254.pdf
678,Cospower Engineering Limited,21/02/2020,https://www.bsesme.com/download/378255/CEL%20DRHP_20200221191120.pdf
679,Suratwwala Business Group Limited,10/02/2020,https://www.bsesme.com/download/353686/DP_SBGL_20200210153931.pdf
680,SM Auto Stamping Limited,01/01/2020,https://www.bsesme.com/download/333034/Draft%20Prospectus%20SM%20Auto_20200101125826.pdf
681,RO Jewels Limited,24/12/2019,https://www.bsesme.com/download/324530/RO%20JEWELS%20LIMITED_DRAFT%20PROSPECTUS_20191224190259.pdf
682,Chandra Bhagat Pharma Limited,16/12/2019,https://www.bsesme.com/download/391157/DRHP_16122019_20191216163627.pdf
683,ICL Organic Dairy Products Ltd,13/12/2019,https://www.bsesme.com/download/343434/IPO/DRHP_ICL%20Organic_13122019_Final_20191213162709.pdf
684,Bonlon Industries Limited,19/10/2019,https://www.bsesme.com/download/392082/IPO/Draft%20ProspectusBonlon%20IndustriesLimited_20191019204257.pdf
685,Rainbow Crop Health Limited,30/09/2019,https://www.bsesme.com/download/309969/IPO/DPRainbow_20190930195132.pdf
686,Green Farm Bio-Gen  Limited,30/09/2019,https://www.bsesme.com/download/395897/IPO/2.DP_GFBGL_30092019_20190930134803.pdf
687,Anuroop Packaging Limited,19/09/2019,https://www.bsesme.com/download/345494/IPO/Draft%20Prospectus_17.09.2019_20190919150323.pdf
688,Gensol Engineering Limited,13/09/2019,https://www.bsesme.com/download/330851/IPO/DRHP%20-%20Gensol%20Engineering%20Limited%20-%20Secured_20190916170952.pdf
689,Suyog Gurbaxani Funicular Ropeways Limited,06/09/2019,https://www.bsesme.com/download/386935/IPO/Draft%20Prospectus%20-%20Suyog%20Gurbaxani%20Funicular%20Ropeways%20Limited_20190906182657.pdf
690,Misquita Engineering Limited,08/08/2019,https://www.bsesme.com/download/369283/IPO/Draft%20Prospectus_Final_20190808175646.pdf
691,Novateor Research Laboratories Limited,29/07/2019,https://www.bsesme.com/download/339850/IPO/Novateor%20Research%20Laboratories%20Limited_20190729160753.pdf
692,Galactico Corporate Services Limited,19/07/2019,https://www.bsesme.com/download/361314/IPO/Draft%20Prospectus%20-%20Galactico%20Corporate%20Services%20Limited_20190719175850.pdf
693,Goblin India Limited,16/07/2019,https://www.bsesme.com/download/321629/IPO/GOBLIN%20INDIA%20LIMITED_DRHP_20190716175430.pdf
694,Gian Life Care Limited,05/07/2019,https://www.bsesme.com/download/333409/IPO/DP%20Gian%20lifecare_05.07.2019_20190705172839.pdf
695,Tutorials Point (India) Limited,02/07/2019,https://www.bsesme.com/download/386765/IPO/DRHP_Compressed_20190702105509.pdf
696,Jiya Eco India Limited,28/06/2019,https://www.bsesme.com/download/349568/IPO/DP%20JEIL_20190628162909.pdf
697,Ramsons Food Products Limited,25/06/2019,https://www.bsesme.com/download/352127/IPO/Final%20DP%20-%20Ramsons_20190625183621.pdf
698,Greens Food Crafts India Limited,17/06/2019,https://www.bsesme.com/download/399581/IPO/DRHP_Greens_14.06.2019_20190617124544.pdf
699,Meera Industries Ltd,20/05/2019,https://www.bsesme.com/download/11478/IPO/Draft%20Prospectus_Meera%20Industries%20Limited-20.05.2019%20-%20FPO_20190520121608.pdf
700,Party Cruisers Limited,15/05/2019,https://www.bsesme.com/download/367399/IPO/DRHP%20Party%20Cruisers%20Ltd_FOCL%20Version%2015%20May%202019_20190515201732.pdf
701,Rajat City Developers Limited,07/05/2019,https://www.bsesme.com/download/364642/IPO/Rajat%20City%20Developers%20Limited-%20Draft%20Prospectus_20190507184806.pdf
702,SBC Exports Limited,24/04/2019,https://www.bsesme.com/download/352200/IPO/Draft%20Prospectus%20SBC%20Exports%20Limited_20190424135110.pdf
703,City Pulse Multiplex Limited,22/04/2019,https://www.bsesme.com/download/391814/IPO/CPML_Draft%20Prospectus_20190422131948.pdf
704,Parshva Enterprises Limited,18/04/2019,https://www.bsesme.com/download/354253/IPO/Parshva%20Enterprises%20Draft%20Prospectus_20190418150959.pdf
705,Earum Pharmaceuticals Limited,10/04/2019,https://www.bsesme.com/download/385351/IPO/EPL_Draft%20Prospectus_09.04.2019_20190410115828.pdf
706,Gensol Engineering Limited,29/03/2019,https://www.bsesme.com/download/330851/IPO/DRHP_Gensol%20Engineering%20Limited_Secured_20190401102802.pdf
707,Mangalam Alloys Limited,29/03/2019,https://www.bsesme.com/download/330175/IPO/Draft%20Prospectus%20-%20Mangalam%20Alloys%20Limited_20190329165635.pdf
708,White Organic Retail Limited,28/03/2019,https://www.bsesme.com/download/345397/IPO/DRHP_White%20Organic_28.03.2019_Final_20190328132452.pdf
709,Suich Industries Limited,27/03/2019,https://www.bsesme.com/download/321613/IPO/Draft%20Red%20Herring%20Prospectus%20Suich%20Industries%20Limited_20190328111938.pdf
710,Evans Electric Limited,18/03/2019,https://www.bsesme.com/download/375421/IPO/Evans%20Electric%20Draft%20Prospectus_20190318101930.pdf
711,Artemis Electricals Limited,15/03/2019,https://www.bsesme.com/download/344704/IPO/Artemis%20Electricals%20Limited%20-%20DRHP_20190315142013.pdf
712,V R FILMS & STUDIOS LIMITED,15/03/2019,https://www.bsesme.com/download/360350/IPO/V%20R%20films%20&amp;%20Studios%20Ltd_SME%20IPO_20190315112544.pdf
713,Kaneri Agro Industries Limited,14/03/2019,https://www.bsesme.com/download/306517/IPO/2_DRHP_14032019_KAIL_20190314194452.pdf
714,SK International Export Limited,08/03/2019,https://www.bsesme.com/download/327151/IPO/DP_SKIEL_20190308163542.pdf
715,Jinaam’s Dress Limited,08/03/2019,https://www.bsesme.com/download/314783/IPO/Jinaam%20Dress%20Ltd-Draft%20Prospectus_20190308064738.pdf
716,Pentech Metals Limited,07/03/2019,https://www.bsesme.com/download/377145/IPO/Draft%20Prospectus_Pentech_20190307123033.pdf
717,Artemis Electricals Limited,06/03/2019,https://www.bsesme.com/download/344704/IPO/Artemis%20Electricals%20Limited%20-%20DRHP_20190306110020.pdf
718,Cian Healthcare Limited,05/03/2019,https://www.bsesme.com/download/360412/IPO/DRHP%20Cian%20final_20190305131103.pdf
719,G. K. P. Printing & Packaging Limited,28/02/2019,https://www.bsesme.com/download/364660/IPO/GKP%20DP%20Final%20_20190228163017.pdf
720,Anand Rayons Limited,25/02/2019,https://www.bsesme.com/download/399456/IPO/Anand%20Rayons%20Limited%20Draft%20Prospectus_20190225121416.pdf
721,Pentech Metals Limited,20/02/2019,https://www.bsesme.com/download/377145/IPO/Draft%20Prospectus_Pentech_20190221105253.pdf
722,Roopshri Resorts Limited,19/02/2019,https://www.bsesme.com/download/354130/IPO/Draft%20Prospectus%20-%20Roopshri%20Resort%20Limited_20190219184400.pdf
723,Mahip Industries Ltd,16/02/2019,https://www.bsesme.com/download/379020/IPO/DRHP_Mahip_15.02.2019_20190216175132.pdf
724,Ashapuri Gold Ornament Limited,07/02/2019,https://www.bsesme.com/download/380784/IPO/Ashapuri%20Gold%20Ornament%20Limited_20190207163559.pdf
725,Welpar Pharmbizz Limited,01/02/2019,https://www.bsesme.com/download/329202/IPO/DRHP_Welpar_SME%20IPO_20190201171417.pdf
726,Kuberan Global Edu Solutions Limited,01/02/2019,https://www.bsesme.com/download/332754/IPO/Draft%20Prospectus%20-%20Kuberan_20190201123716.pdf
727,Northern Spirits Ltd,28/01/2019,https://www.bsesme.com/download/339712/IPO/DRHP_20190128120659.pdf
728,Humming Bird Education Limited,25/01/2019,https://www.bsesme.com/download/369822/IPO/Draft%20Prospectus-HBEL%20Final_20190125175633.pdf
729,Tutorials Point (India) Limited,18/01/2019,https://www.bsesme.com/download/386765/IPO/Draft%20Prospectus_20190118133010.pdf
730,Gleam Fabmat Limited,10/01/2019,https://www.bsesme.com/download/384510/IPO/Draft%20Prospectus-Final-_20190110111648.pdf
731,Ritco Logistics Limited,28/12/2018,https://www.bsesme.com/download/376744/IPO/DRHP%20-%20Ritco%20Logistics%20Limited_20181231174824.pdf
732,Anmol India Limited,19/12/2018,https://www.bsesme.com/download/360181/IPO/Final%20DRHP-Anmol_20181219172043.pdf
733,Kranti Industries Limited,17/12/2018,https://www.bsesme.com/download/344720/IPO/Kranti%20Industries%20Limited-Draft%20Prospectus_20181217170905.pdf
734,Axiom consulting limited,17/12/2018,https://www.bsesme.com/download/319862/IPO/Project%20Nectar%20Draft%20Prospectus%20final_20181217121904.pdf
