Company Name,City,Industry Segment,Website,Revenue Band,CIN,Promoter/Decision-Maker,Tailwinds,Differentiation Evidence,Source,Evidence Tags Normalized,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,ICP_Blended_Weighted_Score,Blended_C1,Blended_C2,Blended_C3,Blended_C4,Blended_C5,Blended_C6,Step9_QA_Tags,Step9_QA_Flag_Count,Step9_Outreach_Note
Vama Wovenfab Limited,100% Book Built Issue,unspecified_see_drhp,www.vamawoven.com,Extract from restated financials in DRHP (pattern not matched).,,Could not download DRHP PDF/ZIP for promoter extraction.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,2,33,35.0,35.0,0.0,0.0,0.0,0.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
Vandan Foods Limited,"OFFICE CONTACT PERSON TELEPHONE AND EMAIL WEBSITE 503/B, Wall Street-1, Opp",unspecified_see_drhp,www.bigshareonline.com; www.nirbhaycapital.com; www.vandanfoods.in,Extract from restated financials in DRHP (pattern not matched).,,d Mrs Jyotsanaben Jitendrabhai Patel is not traceable. In accordance with the,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capex|capital_expenditure,2,33,35.0,35.0,0.0,0.0,0.0,0.0,5.0,5.0,weak_differentiation_drhp_generics,1,QA flagged
ADON AGRO COMMODITIES LIMITED,Office No,unspecified_see_drhp,www.adonagrocommodities.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Mrs. Snehal Gajanan Mhatre; Mr. Vishal Sancheti E-mail; Mr. Murali Krishna E-mail; Mr. Narayanswamy Venkitkrishnan MOA; Mr. Narayanswamy Venkitkrishnan; Mrs. Jigisha Narayanswamy; Mr. Shubham Ratan Sharma. For,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
Aelea Commodities Limited,"401 & 402, Saifee Park-2, Dr",unspecified_see_drhp,www.aeleacommodities.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Dr. Mascarenhas Road,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
Afcom Holdings Limited,aircrafts will be leased exclusively from these lessors,unspecified_see_drhp,https://afcomcargo.com/; www.gyrcapitaladvisors.com; www.linkintime.co.in,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Dr. Radhakrishnan Nagar; Ms Deccan Chronicle Holdings Limited; Ms. Canara Bank Versus Ms Deccan Chronicle; Ms ICICI Bank Versus Ms Deccan Chronicle; Mrs. Manjula Annamalai; Mr. Kannan Ramakrishnan,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics,1,QA flagged
AIRFLOA RAIL TECHNOLOGY LIMITED,"Processing Centre on November 15, 2024",unspecified_see_drhp,https://www.airflow.co.in/; www.gyrcapitaladvisors.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,U30204TN1998PLC041571,Mr. Venkatesan Dakshinamoorthy,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics,1,QA flagged
B.R.Goyal Infrastructure Limited,bearing Corporate Identification Number (,unspecified_see_drhp,www.brginfra.com,₹0–5 Cr (approx from lakhs),,Mr. Balkrishna Goyal; Mr. Uppal Goyal,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
CapitalNumbers Infotech Limited,CONTACT PERSON TELEPHONE AND EMAIL,unspecified_see_drhp,https://www.capitalnumbers.com/,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Priya Jhunjhunwala; Mr. Mohit Baid Telephone; Ms. Shanti Gopalkrishnan Tel,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
Core4 Engineers Limited,CORPORATE OFFICE CONTACT PERSON EMAIL AND TELEPHONE WEBSITE Mathrushree No,unspecified_see_drhp,https://core4engineers.com/,Extract from restated financials in DRHP (pattern not matched).,,DRHP: AGRAHARA CHAMARAJE GOWDA ABHINANDAN; HOSAHALLI; HOSAHALLI APPAGIGOWDA SAVITHA,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
Creativity At Best Technologies Limited,Khasra No,unspecified_see_drhp,www.cabtechnologies.com; www.kfintech.com; www.narnolia.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Mrinalini Mehra Company Secretary; Mr. Pankaj Pasi SEBI Registration Number; Ms. Mrinalini Mehra OUR; Mr. Shalaj Mridul; Mr. Shailesh Kumar; Mrs. Anupam Kumari. Promoters Group,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
Infinity Infoway Limited,in relation to this lease/ rental/tenancy agreement may have an adverse effect on our business operations and results thereof.,unspecified_see_drhp,www.bigshareonline.com; www.holaniconsultants.co.in; www.infinityinfoway.com,₹0–5 Cr (approx from lakhs),,DRHP: Mrs. Payal Jain Email; Mr. Babu Rapheal; Mr. Bhaveshkumar Dhirajlal Gadhethriya; Mrs. Rinaben Bhaveshkumar Gadhethariya; Mr. Dhirajlal Bhanjibhai Gadhethariya; Mr. Nikunj Vrajlal Gajera,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics,1,QA flagged
Katex Exim Limited,OFFICE CONTACT PERSON TELEPHONE AND EMAIL WEBSITE 55/Ashra Ind,unspecified_see_drhp,www.bigshareonline.com; www.nirbhaycapital.com; www.thekatex.com,Extract from restated financials in DRHP (pattern not matched).,,Mr. Sajal Rakesh Bansal,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics,1,QA flagged
Kiaasa Retail Limited,further details of our Company see “General Information” and “History and Certain Corporate Matters” beginning on page 70 and 182 respectively of this Draft Red Herring Prospectus,unspecified_see_drhp,www.kiaasa.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Kanishka Singhal Company Secretary; Ms. Kanishka Singhal; Mr. Om Prakash; Mr. Amit Chauhan,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
Knowledge Marine & Engineering Works Limited,"Limited Company pursuant to the special resolution passed by the shareholders at the Extra-Ordinary General Meeting of our Company held on January 23, 2020 and consequent upon conversion the name of our Company was changed to “Knowledge Marine & Engineering Works Limited” vide a ...",unspecified_see_drhp,www.hemsecurities.com; www.kmew.in; www.linkintime.co.in,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Sonali Chetan Gor; Mr. Saurabh M. Daswani; Mrs. Kanak S. Kewalramani THE ISSUE INITIAL; Mr. Saurabh M. Daswani Materiality Policy; Mrs. Kanak S. Kewalramani; Mr. Pinkesh Kewalramani; Mr. Saurabh Daswani Stakeholders Relationship Committee,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,stale_temporal_signal|weak_differentiation_drhp_generics,2,QA flagged
Leapfrog Engineering Services Limited,"company, please refer to section titled “",unspecified_see_drhp,www.lesgroup.in,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Sneha Hegde; Mr. Prabhav Narasimha Rao; Mrs. Priyashaila Prabhav Rao ADDENDUM TO; Mr. S. Ramakrishna Iyengar INTEGRATED REGISTRY MANAGEMENT; Mr. Suresh Bohra Telephone,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
Matangi Rubber Limited,"Subsequently, our Company was converted into a Public Limited Company under the Companies Act, 2013 pursuant to a special resolution passed by the shareholders of our Company on November 04, 2024 and the n ame was changed to “Matangi Rubber Limited” pursuant to a fresh Certificat...",unspecified_see_drhp,www.bigshareonline.com; www.matangirubber.com; www.sarthi.in,Extract from restated financials in DRHP (pattern not matched).,,Mr. Mohit Gupta,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,stale_temporal_signal|weak_differentiation_drhp_generics,2,QA flagged
MILAN GINNING PRESSING LIMITED,& FACTORY CONTACT PERSON EMAIL AND TELEPHONE,unspecified_see_drhp,www.milangroupindia.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Mr. S. Ramakrishna Iyengar Telephone,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
Monarch Surveyors and Engineering Consultants Limited,Bidder/ Investor Any prospective investor who makes a bid for Equity Shares in terms of Red Herring Prospectus.,unspecified_see_drhp,www.monarchconsultants.in,Extract from restated financials in DRHP (pattern not matched).,,Mr. Dattatraya Mohaniraj Karpe,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
NIS Management Limited,"Opening Date with the relevant financial ratios calculated at the Floor Price and at the Cap Price, and shall be made available to the Stock Exchanges for the purpose of uploading on their respective websites. Pri",unspecified_see_drhp,www.nis.co.in,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Ramyani Chatterjee Company Secretary; Mr. Debajit Choudhury Promoter Upto; Ms. Ramyani Chatterjee OUR; Mr. Debajit Choudhury; Ms. Rina Choudhury; Ms. Susmita Mukherjee; Ms. Debahuti Chatterjee; Ms. Nita Dey; Ms. Ramyani Chatterjee; Mr. Kanad Mukherjee,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
Prevest Denpro Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unspecified_see_drhp,www.bigshareonline.com; www.hemsecurities.com; www.prevestdenpro.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Komal Mehra; Mr. Atul Modi; Mrs. Namrata Modi THE ISSUE INITIAL PUBLIC,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics,1,QA flagged
Rikhav Securities Limited,Identification Number of our Company is U99999MH1995PLC086635.,unspecified_see_drhp,https://www.rikhav.net/,Extract from restated financials in DRHP (pattern not matched).,U99999MH1995PLC086635,DRHP: Ms. Sona Jain; Mr. Harshil Mahesh Shah; Mr. Harsh Mahesh Shah; Mr. Darshan Vikram Shah; Mr. Dhruvil Vikram Shah; Ms. Daksha Sharad Maniyar Public Selling Shareholder; Mr. Jayesh Mulchand Maniyar Public Selling Shareholder; Mr. Mukesh Jayantilal Sanghavi Public Selling Shareholder; Ms. Virali Girish Maniyar Public Selling Shareholder; Mr. Yash Jayesh Maniyar Public Selling Shareholder,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
Riyaasat Lifestyle Limited,"01/GF, 'Time Square', B/S",unspecified_see_drhp,www.riyaasat.in,₹0–5 Cr (approx from lakhs),,DRHP: Ms. Mansi Pratik Patel Company Secretary; Ms. Mansi Pratik Patel PROMOTERS OF; Mr. Nileshbhai Mansukhbhai Chalalia Company Secretary; Ms. Mansi Pratik Patel. Depositories Act,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
Sakhiya Skin Clinic Limited,"on October 06, 2021","dermatology-focused healthcare services provider in India, with a long -standing operational history, we endeavour to su",www.gyrcapitaladvisors.com; www.kfintech.com; www.sakhiyaskinclinic.com,Extract from restated financials in DRHP (pattern not matched).,U85110GJ2011PLC121885,DRHP: Ms. Pooja Ankit Sundarka Company Secretary; Mr. Mohit Baid SEBI Registration Number; Mr. Jagdishkumar Jadavbhai Sakhiya; Mrs. Rupalben Sakhiya; Dr. Sakhiya's Advanced Skin Science LLP,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,stale_temporal_signal,1,QA flagged
Sampat Aluminium Limited,"Our Company has delayed in filing of Forms for certain years with Registrar of Companies for which additional fees has been paid by the Company and which has been certified by Dhyanam Vyas & Associates, Practi",unspecified_see_drhp,https://sampataluminium.com/; www.cameoindia.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Mr. Sanket Sanjay Deora Chairman,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics,1,QA flagged
Shanmuga Hospital Limited,"For further details of change in name and registered office of our company, please refer to section titled “",unspecified_see_drhp,www.shanmugahospital.com,₹3 Cr (stated),,DRHP: Mr. Veer Pratap Reddy Gandluru; Mr. S. Ramakrishna Iyengar INTEGRATED REGISTRY MANAGEMENT,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
Share Samadhan Limited,Tel: 01149084044 Fax: N,unspecified_see_drhp,www.narnolia.com; www.sharesamadhan.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Mr. Kumar Rishi OUR; Mr. Abhay Kumar Chandalia; Mrs. Anjali Mathur; Mr. Vinay Kumar Sangwan; Mrs. Veena Khanna,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
Shashwat Furnishing Solutions Limited,U20299RJ2021PLC073899,unspecified_see_drhp,www.beelinebroking.com; www.handicraftsvillage.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,U20299RJ2021PLC073899,DRHP: Mr. Hitesh Karnawat; Mrs. Ratika Khandelwal; Mr. Hitesh Karnawat. For; Mr. Lalit Ghewarchand Karnawat. Stakeholders Relationship Committee,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics,1,QA flagged
Skill Tree Consulting Limited,Certain Corporate Matters” beginning on page 101 of this Draft Red Herring Prospectus,unspecified_see_drhp,https://www.skilltreeconsulting.in/,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Hunny Naresh Mehta; Mr. Jaspal Singh Sehgal; Mr. Vishesh Saini Chief Financial Officer; Mr. Yogesh Gupta. Company Secretary; Ms. Hunny Naresh Mehta. Depositories Act; Mr. Jaspal Singh Sehgal For,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
SM Auto Stamping Limited,"“we”, “us” and “our” Unless the context otherwis e indicates or implies refers to our Company",unspecified_see_drhp,www.bigshareonline.com; www.hemsecurities.com; www.smautostamping.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Mrs. Priya Anuj Khadilkar; Mr. Mukund Narayan Kulkarni; Mr. Suresh Gunwant Fegde; Mrs. Alka Mukund Kulkarni THE ISSUE INITIAL; Mr. Suresh GunwantFegde; Mrs. AlkaMukundKulkarni. For,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics,1,QA flagged
Solar91 Cleantech Limited,"incorporation consequent upon conversion dated July 22, 2024 bearing",unspecified_see_drhp,www.maashitla.com; www.narnolia.com; www.solar91.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Mr. Harshit Jain; Mr. Pankaj Pasi Website; Mr. Mukul Agrawal CIN; Mrs. Surbhi Toshniwal. This; Mr. Dhawal Gaurang Vasavada; Mr. Saurabh Vyas; Mr. Prateek Agrawal; Mr. Sandeep Gurnani,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
Sugs Lloyd Limited,"further details, please refer to chapter titled “History and Corporate Structure” beginning on page 160 of this Draft Red Herring Prospectus.",unspecified_see_drhp,www.3dcsl.com; www.sugslloyds.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Nimmy Singh Chauhan; Mr. Rhydham Kapoor Email; Mrs. Priti Shah; Mr. Santosh Kumar Shah; Mr. Santosh Kumar Shah CIN Corporate Identification; Mr. Vicky Kumar Companies Act; Ms. Nimmy Singh Chauhan. Corporate; Mrs. Priti Shah. MOA; Mr. Santosh Kumar Shah For; Mr. Laxman Prasad,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics,1,QA flagged
SURIFRESH EXTRACT LIMITED,"of incorporation consequent upon conversion dated July 24, 2024, bearing",unspecified_see_drhp,www.bigshareonline.com; www.narnolia.com; www.surifreshextract.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Mr. Kunjbihari Yadav Company Secretary; Mr. Pankaj Pasi SEBI Registration Number; Mr. Kunjbihari Yadav. Depositories Act The Depositories; Mr. Sudhir Suri; Mr. Manav Suri; Mr. Hitin Suri; Mr. Siddhaarth Suri; Mr. Sidhantt Suri. Promoters Group,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
UNITED TECHFAB LIMITED,EMAIL WEBSITE Survey No,unspecified_see_drhp,www.kfintech.com; www.nirbhaycapital.com; www.unitedtechfab.com,Extract from restated financials in DRHP (pattern not matched).,,Mr. Gagan Nirmalkumar Mittal,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,weak_differentiation_drhp_generics,1,QA flagged
Vahh Chemicals Limited,Our Company has delayed in complying with certain statutory provisions under Companies Act 2013,unspecified_see_drhp,www.kfintech.com; www.vahhchemicals.com,₹25–100 Cr (approx from lakhs),,DRHP: Mr. Aayush Hiren Desai; Mrs. Hetal Hirenbhai Desai,bse_sme_ipo_drhp_pipeline,rnd_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,rnd_mention|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure|backward_integration,2,33,30.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,stale_temporal_signal|generic_web_or_thin_ops_narrative,2,QA flagged
Achyut Healthcare Limited,"The reg istered office of our Company situated at 610 Colonade, B/H Iscon Temple, Opposite Iscon, BRTS Bus Stand, Iscon – Ambali Road, Ahmedabad- 380 058, Gujarat, India",unspecified_see_drhp,www.achyuthealthcare.com; www.gyrcapitaladvisors.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,25.0,25.0,0.0,5.0,0.0,0.0,5.0,0.0,weak_differentiation_drhp_generics,1,QA flagged
BAI-KAKAJI POLYMERS LIMITED,"Plot No. M3 & M4 MIDC, Latur, Maharashtra, India, 413531 Dheerajkumar Pannalal Tiwari Company Secretary & Compliance Officer E-mail: cs@baikakaji.com Tel No: +91 9028254663 Website: https://baikakajipolymers.com",unspecified_see_drhp,https://baikakajipolymers.com,Extract from restated financials in DRHP (pattern not matched).,,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,25.0,25.0,0.0,5.0,0.0,0.0,5.0,0.0,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2,QA flagged
Exato Technologies Limited,"A-33, 02nd Floor, Sector -2, Noida, Gautam Buddha Nagar, Noida, Uttar Pradesh, India, 201301",unspecified_see_drhp,https://www.exato.ai/; www.gyrcapitaladvisors.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,,Could not download DRHP PDF/ZIP for promoter extraction.,bse_sme_ipo_drhp_pipeline,no_structured_differentiation_tag,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,2,33,25.0,25.0,0.0,5.0,0.0,0.0,5.0,0.0,weak_differentiation_drhp_generics,1,QA flagged
