Company Name,City,Industry Segment,Website,Revenue Band,Differentiation Evidence,Promoter/Decision-Maker,Growth Signals,Tailwinds,Source,CIN,Industry Segment (raw),Evidence Tags Normalized,C1_Manufacturer,C1_Notes,C2_India_Based,C2_Notes,C3_Differentiation,C3_Notes,C4_Technical_DM,C4_Notes,C5_Tailwinds,C5_Notes,C6_Growth_Signals,C6_Notes,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,_dedupe_group_size,LLM_C1,LLM_C2,LLM_C3,LLM_C4,LLM_C5,LLM_C6,LLM_Note,Blended_C1,Blended_C2,Blended_C3,Blended_C4,Blended_C5,Blended_C6,ICP_Blended_Weighted_Score,LLM_Blend_Alpha,LLM_Model,Step9_QA_Tags,Step9_QA_Flag_Count
Rajnandini Fashion India Limited,"Area, Jaipur, Rajasthan, India - 302022",unspecified_see_drhp,https://rfil.in,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,1,india_location_signal,1,cert_or_patent_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,5.0,0.0,5.0,5.0,65.0,0.0,rules_only,iso_only_differentiation_no_sector_moat|generic_web_or_thin_ops_narrative,2
RAKSAN TRANSFORMERS LIMITED,"PERSON EMAIL AND TELEPHONE WEBSITE Shop No. 16, Local Shopping Centre-3, Sector-8, Rohini, North Delhi, New Delhi, Delhi, India, 110085",unspecified_see_drhp,www.raksantransformers.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,45.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,0.0,5.0,5.0,45.0,0.0,rules_only,weak_differentiation_drhp_generics,1
Ratnadhar Infra Limited,(g) Business Strengths and Strategies,Construction / Infra,www.kreocapital.com; www.ratnadharinfra.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted — verify in IPO prospectus or LinkedIn.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,the tradin g of ready-mix concrete and other construction materials,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,weak_promoter_signal,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,calibration_review_queue_step10,1
Ravelcare Limited,"Malad, Mumbai - 400064, Maharashtra, India",unspecified_see_drhp,www.ravelcare.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,45.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,0.0,5.0,5.0,45.0,0.0,rules_only,weak_differentiation_drhp_generics,1
RAVIRAJ PROCESS CONTROLS LIMITED,"Plot No. A/677, TTC, MIDC, Khairne Navi Mumbai, Thane 400 709, Navi Mumbai, Maharashtra, India. Mr. Ravi Bansilal Darira Managing Director Email Id: info@raviraj.net Tel no: 022-45419000",unspecified_see_drhp,www.ekadrisht.com; www.raviraj.net,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Mr. Ravi Bansilal Darira Managing Director Email; Mr. Ravi Bansilal Darira. Email Id; Mr. Ravi Bansilal Darira; Mr. Balasubrahmanya Narayana Rao,ISO certification mentioned; subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,5,83,80.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,5.0,5.0,5.0,5.0,80.0,0.0,rules_only,iso_only_differentiation_no_sector_moat,1
RCRS Innovations Limited,CORPORATE OFFICE CONTACT PERSON TELEPHONE AND EMAIL WEBSITE Building No,unspecified_see_drhp,https://rcrsinnovations.com/,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,2,33,35.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,5.0,35.0,0.0,rules_only,weak_differentiation_drhp_generics,1
Recode Studios Limited,"TELEPHONE WEBSITE R-89, Phase V, Focal Point, Ludhiana, Punjab, India - 141010 Mukta Ahuja Company Secretary and Compliance Officer E-mail: info@recodestudios.com Tel No: 0161- 4752672 Website: www.shop.recodestudios.com",unspecified_see_drhp,https://serencapital.in/; www.mudrarta.com; www.recodestudios.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,1,india_location_signal,1,cert_or_patent_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,5.0,0.0,5.0,5.0,65.0,0.0,rules_only,iso_only_differentiation_no_sector_moat,1
Riddhi Display Equipments Limited,PDF parse error: PdfStreamError,unspecified_see_drhp,www.jawacapital.in; www.riddhidisplay.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Could not download DRHP PDF/ZIP for promoter extraction.,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,55.0,3,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,0.0,5.0,5.0,55.0,0.0,rules_only,iso_only_differentiation_no_sector_moat,1
Rikhav Securities Limited,Identification Number of our Company is U99999MH1995PLC086635.,unspecified_see_drhp,https://www.rikhav.net/,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Sona Jain; Mr. Harshil Mahesh Shah; Mr. Harsh Mahesh Shah; Mr. Darshan Vikram Shah; Mr. Dhruvil Vikram Shah; Ms. Daksha Sharad Maniyar Public Selling Shareholder; Mr. Jayesh Mulchand Maniyar Public Selling Shareholder; Mr. Mukesh Jayantilal Sanghavi Public Selling Shareholder; Ms. Virali Girish Maniyar Public Selling Shareholder; Mr. Yash Jayesh Maniyar Public Selling Shareholder,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,U99999MH1995PLC086635,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2
Riyaasat Lifestyle Limited,"01/GF, 'Time Square', B/S",unspecified_see_drhp,www.riyaasat.in,₹0–5 Cr (approx from lakhs),no_structured_differentiation_tag,DRHP: Ms. Mansi Pratik Patel Company Secretary; Ms. Mansi Pratik Patel PROMOTERS OF; Mr. Nileshbhai Mansukhbhai Chalalia Company Secretary; Ms. Mansi Pratik Patel. Depositories Act,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2
Royal Sense Limited,Contact Person E-mail and Telephone,unspecified_see_drhp,www.bigshareonline.com; www.expertglobal.in; www.royalsense.in,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Ms. Priyanka Bhutani Company Secretary; Mr. Gaurav Jain Email; Ms. Priyanka Bhutani; Mr. Rishabh Arora Promoter Group Such; Mr. Rishabh Arora Company Secretary; Ms. Priyanka Bhutani. Director,ISO certification mentioned; subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,5.0,5.0,5.0,70.0,0.0,rules_only,iso_only_differentiation_no_sector_moat,1
Safecure Services Limited,Registered Office: Office No,unspecified_see_drhp,www.linkintime.co.in; www.safecure.in; www.suncapitalservices.co.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Shailendra Pandey; Mrs. Ranju Pandey; Mr. Nikit Pandey; Mr. Revati Raman Sharma; Mr. Satish Pandey; Mr. Raju Mishra,hiring / recruitment; subsidiary / group structure,bse_sme_ipo_drhp_pipeline|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|workforce_scaling_signal|hiring|recruitment|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,weak_differentiation_drhp_generics,1
Saffron Speciality Papers Limited,"77/5, Village Aamne Near Indian Petrol Pump, Thane, Bhiwandi 421302, Maharashtra We / us / our Unless the context otherwise indicates or implies, refers to our Company. You / your / yours Prospective investors in this Issue.",unspecified_see_drhp,www.saffronindia.net,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,capex / capital expenditure; ISO certification mentioned,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capex|capital_expenditure|iso_certification_mentioned,0,not_classified_manufacturer,1,india_location_signal,1,cert_or_patent_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,5.0,0.0,5.0,5.0,65.0,0.0,rules_only,iso_only_differentiation_no_sector_moat|generic_web_or_thin_ops_narrative,2
Sahara Maritime Limited,CORPORATE OFFICE CONTACT PERSON EMAIL TELEPHONE,unspecified_see_drhp,www.bigshareonline.com; www.saharamaritime.com; www.swarajshares.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Stallone Marshal Gonsalves; Mr. Sohrab Rustom Sayed; Mr. Nadeem Aboobakar Hira. For; Mr. Nadeem Aboobakar Hira; Mr. Harish Laxmana Poojary,capex / capital expenditure,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capex|capital_expenditure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,weak_differentiation_drhp_generics,1
Sai Urja Indo Ventures Limited,"UG-2 Office Floor, J",unspecified_see_drhp,https://suiv.co.in/,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2
Sakhiya Skin Clinic Limited,"on October 06, 2021","dermatology-focused healthcare services provider in India, with a long -standing operational history, we endeavour to su",www.gyrcapitaladvisors.com; www.kfintech.com; www.sakhiyaskinclinic.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Pooja Ankit Sundarka Company Secretary; Mr. Mohit Baid SEBI Registration Number; Mr. Jagdishkumar Jadavbhai Sakhiya; Mrs. Rupalben Sakhiya; Dr. Sakhiya's Advanced Skin Science LLP,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,U85110GJ2011PLC121885,"dermatology-focused healthcare services provider in India, with a long -standing operational history, we endeavour to support our patient s",no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,stale_temporal_signal,1
Sampark India Logistics Limited,"Plot No. 48, Bhule Ram Colony, Block B, Gali No. 7, Rangpuri Extension, Palam Airport, South West Delhi, New Delhi - 110037, India 17/3, Mathura Road, Ground & Second Floor, Faridabad City, Haryana-121002, India Ms. Ritika Bachhawat Company Secretary & Compliance Officer Email ID...",unspecified_see_drhp,https://silpl.rathigroup.info; https://silpl.rathigroup.info/,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,45.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,0.0,5.0,5.0,45.0,0.0,rules_only,weak_differentiation_drhp_generics,1
Sampat Aluminium Limited,"Our Company has delayed in filing of Forms for certain years with Registrar of Companies for which additional fees has been paid by the Company and which has been certified by Dhyanam Vyas & Associates, Practi",unspecified_see_drhp,https://sampataluminium.com/; www.cameoindia.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Sanket Sanjay Deora Chairman,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,weak_differentiation_drhp_generics,1
SATTRIX INFORMATION SECURITY LIMITED,"28, Damubhai Colony , Bhattha Paldi, Ahmedabad- 380007 Gujarat, India Ms.Rina Kumari Company Secretary and Compliance Officer",unspecified_see_drhp,www.bigshareonline.com; www.iskadvisors.com; www.sattrix.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Sachhin Kishorbhai Gajjaer; Mrs. Ronak Sachin Gajjar THE ISSUE INITIAL; Mrs. Ronak Sachin Gajjar Promoter Group Such; Mrs. Ronak Sachin Gajjar Company Secretary; Ms. Rina Kumari. Director,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,60.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,5.0,60.0,0.0,rules_only,weak_differentiation_drhp_generics,1
Seemax Resources Limited,"Registered Office: 403, Mayfair Corporate Park, Behind DPS School, Kalali, Vadodara, Gujarat, India,390012; Tel",unspecified_see_drhp,www.cameoindia.com; www.seemaxresources.com; www.wealthminenetworks.com,₹5–25 Cr (approx from lakhs),no_structured_differentiation_tag,Mr. Amit Naldev Trivedi; Mr. Amit Naldev Trivedi Managing Director; Mr. Pankaj Kewalramani; Mr. Pankaj Kewalramani Company Secretary; Mr. Sanjay Chindu Patil Chief Financial; Mr. Srinivasan Venkateshmurthy Non; Mrs. Sapna Jain Non; Mrs. Aishwarya Singhvi Non; Mrs. Seema Trivedi Whole,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,60.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,5.0,60.0,0.0,rules_only,weak_differentiation_drhp_generics,1
Segmental Infrastructure Development Limited,"of the Company was shifted from the state of Delhi to State of Haryana vide Certificate of Incorporation dated September 12, 2023 issued by Registrar of Companies, Delhi",unspecified_see_drhp,www.bigshareonline.comInvestor; www.segmental.in; www.segmental.in/Promoter; www.shareindia.comInvestor,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,25.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,0.0,5.0,0.0,25.0,0.0,rules_only,borderline_stale_temporal_signal|weak_differentiation_drhp_generics,2
Shanmuga Hospital Limited,"For further details of change in name and registered office of our company, please refer to section titled “",unspecified_see_drhp,www.shanmugahospital.com,₹3 Cr (stated),no_structured_differentiation_tag,DRHP: Mr. Veer Pratap Reddy Gandluru; Mr. S. Ramakrishna Iyengar INTEGRATED REGISTRY MANAGEMENT,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2
Shanti Spintex Limited,"Sub Plot 1, Unit 1, Survey No",unspecified_see_drhp,www.shantispintex.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,2,33,35.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,5.0,35.0,0.0,rules_only,weak_differentiation_drhp_generics,1
Share Samadhan Limited,Tel: 01149084044 Fax: N,unspecified_see_drhp,www.narnolia.com; www.sharesamadhan.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Kumar Rishi OUR; Mr. Abhay Kumar Chandalia; Mrs. Anjali Mathur; Mr. Vinay Kumar Sangwan; Mrs. Veena Khanna,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,weak_differentiation_drhp_generics|generic_web_or_thin_ops_narrative,2
Shashwat Furnishing Solutions Limited,U20299RJ2021PLC073899,unspecified_see_drhp,www.beelinebroking.com; www.handicraftsvillage.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Hitesh Karnawat; Mrs. Ratika Khandelwal; Mr. Hitesh Karnawat. For; Mr. Lalit Ghewarchand Karnawat. Stakeholders Relationship Committee,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,U20299RJ2021PLC073899,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,weak_differentiation_drhp_generics,1
